obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[0.025334163578545017, -0.002969199274682942, 0.074586850953451]","[-0.005528643970979595, 0.07441175560717334, -0.01287184709380716]","[-1.6867033, -0.09884612, -1.70244269]",HourM,normal,TRUE,TRUE,easy
"[0.009479052397302536, 0.01693968082641803, 0.074586850953451]","[-0.01130231674815066, 0.052985134133329545, -0.008427457590946744]","[-1.67172882, 0.01587153, -1.66805952]",HourM,normal,TRUE,TRUE,easy
"[-0.0260727404777854, 0.013531463426895207, 0.07462310548952705]","[0.02809466471751308, 0.054637672590885214, 0.024119571263830807]","[-1.4872977, -0.01750467, -1.60741924]",HourM,normal,TRUE,TRUE,easy
"[0.01848740109702737, -0.005430397407962945, 0.074586850953451]","[-0.01487093284397499, 0.0751789436820843, 0.017269298937008907]","[-1.51923005, -0.02977817, -1.6757646]",HourM,normal,TRUE,TRUE,easy
"[-0.008972083019730778, 0.028461065462659037, 0.07460167924028555]","[0.028798716651961702, 0.038932691690529736, -0.01090436244262735]","[-1.69894889, -0.13341626, -1.54785146]",HourM,normal,TRUE,TRUE,easy
"[-0.022968206834110362, 0.01886713510985364, 0.07483605985916322]","[0.03211270195710346, 0.049807751844517766, -0.003261092142459946]","[-1.67498985, -0.05266601, -1.70007313]",HourM,normal,TRUE,TRUE,easy
"[-0.03410698690242, -0.00020544295156604137, 0.074586850953451]","[0.054114116237946736, 0.06543765363462986, 0.003870215282710349]","[-1.59325144, -0.11175119, -1.54734022]",HourM,normal,TRUE,TRUE,easy
"[0.029860635211037937, 0.009809500151222734, 0.074586850953451]","[-0.046229762763001184, 0.05591167183928458, 0.016642962079943195]","[-1.5162381, 0.09342613, -1.61025872]",HourM,normal,TRUE,TRUE,easy
"[-0.004690001652124888, 0.014488279877720549, 0.074586850953451]","[0.0080469597242882, 0.051304898148014394, -0.03763642007986412]","[-1.86025556, 0.04111887, -1.83192423]",HourM,normal,TRUE,TRUE,easy
"[0.039105201533430646, 0.0028509247872531424, 0.074586850953451]","[-0.01681736214920385, 0.0705946823931186, 0.00990691111364818]","[-1.56230034, -0.12718656, -1.61813078]",HourM,normal,TRUE,TRUE,easy
"[0.030112476925178832, 0.00773006839461262, 0.074586850953451]","[-0.015714297416816722, 0.06282765844975362, -0.023489362779912107]","[-1.76573552, -0.09178172, -1.51305868]",HourM,normal,TRUE,TRUE,easy
"[0.013547403297337248, 0.014701227526116585, 0.074586850953451]","[0.025244940520530928, 0.05415958797974066, -0.0024366370987377976]","[-1.65622533, -0.23206677, -1.67103907]",HourM,normal,TRUE,TRUE,easy
"[0.0419729695322953, 0.010145155532757612, 0.074586850953451]","[-0.0007113155265499604, 0.06418199195576064, -0.018892440269484133]","[-1.73390042, -0.22139513, -1.73647562]",HourM,normal,TRUE,TRUE,easy
"[0.041476977711495645, -0.008304222990519881, 0.074586850953451]","[-0.022941107959558525, 0.08013310519239156, -0.024214173165134384]","[-1.7338057, -0.08457408, -1.68294906]",HourM,normal,TRUE,TRUE,easy
"[0.04277892391419442, -0.0011665603784120418, 0.074586850953451]","[-0.0205670848975191, 0.0751060553496314, 0.006964226644761343]","[-1.59248521, -0.11835868, -1.48877181]",HourM,normal,TRUE,TRUE,easy
"[-0.025438597102141948, 0.008627021783376092, 0.074586850953451]","[0.03813611888172104, 0.055832248781640524, -0.03384552875144363]","[-1.81210265, -0.08506253, -1.52420289]",HourM,normal,TRUE,TRUE,easy
"[0.04423544834898253, -0.008076519950521444, 0.074586850953451]","[-0.012920087346801428, 0.08293111852779199, -0.004960375423433047]","[-1.63776162, -0.16137372, -1.68774648]",HourM,normal,TRUE,TRUE,easy
"[0.02757826202782599, 0.0018843276072927004, 0.074586850953451]","[-0.00045108371007494125, 0.06955558151490902, -0.01815877719319093]","[-1.72431112, -0.15137877, -1.57386735]",HourM,normal,TRUE,TRUE,easy
"[-0.007541763405289469, 0.02008213492819505, 0.074586850953451]","[0.013208325142497, 0.04978411019196567, -0.0030948783365650824]","[-1.64412284, -0.03613854, -1.52999611]",HourM,normal,TRUE,TRUE,easy
"[0.010183804275169916, 0.00930534229810566, 0.074586850953451]","[0.02269820416933272, 0.050963818544041896, -0.05385364347127123]","[-1.95918917, -0.16354523, -1.68808022]",HourM,normal,TRUE,TRUE,easy
"[0.015564822126014368, 0.009844762359109228, 0.074586850953451]","[0.010336247942588188, 0.06079407050972774, 0.001419250531399395]","[-1.61925764, -0.15185658, -1.61767244]",HourM,normal,TRUE,TRUE,easy
"[0.006708700917942439, -0.004040166498795565, 0.074586850953451]","[-0.00260934014303337, 0.07430927937134726, -0.004844446819227089]","[-1.64320559, -0.01681018, -1.79258556]",HourM,normal,TRUE,TRUE,easy
"[-0.05989904595115774, 0.004045984919417017, 0.074586850953451]","[0.05097395236349815, 0.06859091819376495, -0.011791924288665656]","[-1.71186833, 0.05631351, -1.6471202]",HourM,normal,TRUE,TRUE,easy
"[-0.033186037748743645, 0.0019059722987888328, 0.074586850953451]","[0.027485340931682745, 0.06924426857564983, 0.0043865990688915545]","[-1.6073801, 0.03065528, -1.63309827]",HourM,normal,TRUE,TRUE,easy
"[-0.04540005413319231, 0.004265111189004106, 0.07475430411033798]","[0.04333814654547311, 0.06648808086502503, 0.002276276055765681]","[-1.64990792, 0.01272772, -1.72861264]",HourM,normal,TRUE,TRUE,easy
"[0.048391916720524016, 0.005740307781139126, 0.074586850953451]","[-0.029602779608222968, 0.06863999367777868, 0.0020110357553593354]","[-1.59082965, -0.10906891, -1.69607714]",HourM,normal,TRUE,TRUE,easy
"[0.024888200019229638, -0.006203054834759809, 0.074586850953451]","[-0.0040935879073503816, 0.077834411785923, -0.008767818857377431]","[-1.66839076, -0.11395365, -1.50997996]",HourM,normal,TRUE,TRUE,easy
"[-0.0028553573710159777, -0.009662817969732864, 0.074586850953451]","[-0.0005426522651823776, 0.0776503685263534, -0.029181852868178267]","[-1.77349847, 0.01286667, -1.53709198]",HourM,normal,TRUE,TRUE,easy
"[0.03982254785969195, 0.014958350573040811, 0.074586850953451]","[-0.03313406984430433, 0.056182382271408524, -0.013947359327194387]","[-1.67910606, -0.02984326, -1.72457063]",HourM,normal,TRUE,TRUE,easy
"[0.000608760288587494, 0.02297548489490659, 0.074586850953451]","[0.026720612648092286, 0.04442778953192898, -0.013399023976112506]","[-1.71694195, -0.17400241, -1.58502771]",HourM,normal,TRUE,TRUE,easy
"[0.02162677283474094, 0.02156945709199941, 0.074586850953451]","[0.009261607636669115, 0.04829415594707055, -0.022572888091671614]","[-1.77556015, -0.18420462, -1.64796285]",HourM,normal,TRUE,TRUE,easy
"[0.02892808713383223, 0.009245656535978537, 0.074586850953451]","[-0.005248771480895274, 0.06327005991792932, 0.005311779501358372]","[-1.59313774, -0.13772363, -1.58194829]",HourM,normal,TRUE,TRUE,easy
"[0.04242130286799171, 0.01583130324327134, 0.074586850953451]","[-0.05235894377077839, 0.050420737786407446, -0.01894872179157993]","[-1.70930334, 0.07140579, -1.67190516]",HourM,normal,TRUE,TRUE,easy
"[0.04238614832729976, 0.014266828432691947, 0.074586850953451]","[-0.020293031165334013, 0.058357150242534565, -0.024341955684763154]","[-1.76547016, -0.12386605, -1.63236586]",HourM,normal,TRUE,TRUE,easy
"[-0.006761066350325078, 0.02583395487560218, 0.074586850953451]","[0.00504701652743555, 0.044263831431948425, -0.00863004368699656]","[-1.68799858, 0.01435349, -1.62777246]",HourM,normal,TRUE,TRUE,easy
"[0.003506681393226928, 0.03089232551517857, 0.074586850953451]","[0.01678134330156353, 0.038060713846642905, -0.01123410732206142]","[-1.72902562, -0.11875905, -1.77634676]",HourM,normal,TRUE,TRUE,easy
"[-0.033387880205326896, -0.0020619031334508167, 0.074586850953451]","[0.05435063542661721, 0.0668103704252439, -0.011392395991677127]","[-1.6935394, -0.11452764, -1.6036776]",HourM,normal,TRUE,TRUE,easy
"[-0.0023916945539101467, 0.004499862421224889, 0.074586850953451]","[0.021489487202634053, 0.06420847099501276, 0.008945797717181623]","[-1.57679965, -0.11092406, -1.60833001]",HourM,normal,TRUE,TRUE,easy
"[0.022172818311365743, -0.009616209207284017, 0.074586850953451]","[0.024728774237056043, 0.07925335043468934, -0.010099305442833297]","[-1.70804805, -0.22583929, -1.86533244]",HourM,normal,TRUE,TRUE,easy
"[0.04286393742206555, 0.004185698756788835, 0.074586850953451]","[-0.04296493940485005, 0.06570958510568574, -0.010608466775534193]","[-1.66074825, 0.0050606, -1.66217004]",HourM,normal,TRUE,TRUE,easy
"[0.0475963860141894, 0.011315710349974736, 0.074586850953451]","[-0.04855477475793796, 0.057756770209342174, -0.017444301760808092]","[-1.66952696, 0.02050928, -1.77011233]",HourM,normal,TRUE,TRUE,easy
"[-0.028386729984901042, 0.006810178887634986, 0.074586850953451]","[0.02477782499527856, 0.06267386186665447, -0.021324062070076383]","[-1.76336248, 0.03675191, -1.69037905]",HourM,normal,TRUE,TRUE,easy
"[0.055413708997195534, -0.003113483129647661, 0.074586850953451]","[-0.03530782620491227, 0.0771486043820056, 0.020356383905051147]","[-1.50517324, -0.11140667, -1.59413855]",HourM,normal,TRUE,TRUE,easy
"[0.019643593069800205, 0.010124939316409835, 0.074586850953451]","[0.005555155665336084, 0.06115223857887757, -0.001963847336000211]","[-1.63889908, -0.14641359, -1.64948812]",HourM,normal,TRUE,TRUE,easy
"[-0.023166568897560434, 0.005681944086680414, 0.07462073306112763]","[0.03137865592592676, 0.06275953563405631, 0.013342385463504006]","[-1.58603732, -0.05927652, -1.7791555]",HourM,normal,TRUE,TRUE,easy
"[0.053551706545165174, 0.007863812687356406, 0.074586850953451]","[-0.03427846829758403, 0.0662100639635001, -0.01892222122333044]","[-1.71427847, -0.10112476, -1.6675768]",HourM,normal,TRUE,TRUE,easy
"[0.03314725778250225, 0.01768154539936436, 0.074586850953451]","[0.0009796349734266518, 0.055918099971987614, -0.0008025271855463897]","[-1.63245532, -0.20688158, -1.60195702]",HourM,normal,TRUE,TRUE,easy
"[0.014766405853611577, -0.0009848752302383246, 0.074586850953451]","[-0.0023262085261545225, 0.07178723850488564, 0.002441045890617782]","[-1.60654931, -0.07028875, -1.69559183]",HourM,normal,TRUE,TRUE,easy
"[-0.007094790584604986, 0.0221021748546167, 0.074586850953451]","[0.004592045413251074, 0.04761786218340011, -0.01421197062970796]","[-1.72088368, 0.0229862, -1.64863675]",HourM,normal,TRUE,TRUE,easy
"[0.0474280866409633, 0.003124885959046239, 0.074586850953451]","[-0.05119662594558021, 0.06567038513707259, -0.011723859323830044]","[-1.7095608, 0.01587783, -1.4989897]",HourM,normal,TRUE,TRUE,easy
"[-0.04689652439020433, 0.0021731316584350582, 0.074586850953451]","[0.04384678798387834, 0.06854465109214682, 0.010263726631715781]","[-1.56974732, 0.01599922, -1.59105535]",HourM,normal,TRUE,TRUE,easy
"[0.02820357831095869, 0.012123111104657323, 0.074586850953451]","[-0.00344714751445966, 0.059471397472537685, -0.018167347023746346]","[-1.73437376, -0.15050464, -1.53668072]",HourM,normal,TRUE,TRUE,easy
"[0.010809581668254142, -0.005111625971457895, 0.074586850953451]","[0.044398507269831404, 0.070241697574745, -0.003043413160478948]","[-1.66248549, -0.29676669, -1.67855197]",HourM,normal,TRUE,TRUE,easy
"[0.033848730573054965, -0.0072740161042354826, 0.074586850953451]","[-0.03450647088145935, 0.0772918243481824, -0.0057243252261035115]","[-1.62275251, 0.00600325, -1.71943111]",HourM,normal,TRUE,TRUE,easy
"[-0.030979573371023993, -0.005872555000233759, 0.074586850953451]","[0.04925189715595446, 0.07206725182588603, -0.004301783132048435]","[-1.63999181, -0.0994599, -1.55830848]",HourM,normal,TRUE,TRUE,easy
"[0.007863645896583962, 0.008164569985116672, 0.07463288686539812]","[0.042705187728573756, 0.05687251204322865, 0.0020808172687058514]","[-1.62096329, -0.29646413, -1.60534588]",HourM,normal,TRUE,TRUE,easy
