obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[-0.020630178339625983, 0.0012392054432446026, 0.03496019214827505]","[0.039755575160077286, 0.05481081791875033, -0.06756105661978057]","[-1.78952423, -0.10497181, -1.59500267]",Cone2M,normal,TRUE,TRUE,easy
"[-0.006610736178305365, 0.034636655070502446, 0.03496019214827505]","[0.006824014111902957, 0.033910556380328825, -0.03666020154971769]","[-1.60396569, -0.03866309, -1.42202628]",Cone2M,normal,TRUE,TRUE,easy
"[0.0330914145161903, 0.0002795377677394083, 0.03496019214827505]","[-0.011980349985848786, 0.06896938583546876, -0.04634110820428611]","[-1.65555196, -0.10326611, -1.63043633]",Cone2M,normal,TRUE,TRUE,easy
"[0.03350495765743934, -0.0024584867620922367, 0.03496019214827505]","[-0.0019198259950725972, 0.07327672404337443, -0.041787799335054006]","[-1.63160772, -0.15390672, -1.65610449]",Cone2M,normal,TRUE,TRUE,easy
"[0.02521567077690606, 0.002105872919631508, 0.03496019214827505]","[-0.01662150570627248, 0.06348692548864623, -0.053242319981559774]","[-1.69800454, -0.04119031, -1.59844516]",Cone2M,normal,TRUE,TRUE,easy
"[-0.021724507989980702, 0.007481214874415932, 0.03496019214827505]","[0.029277829493696613, 0.06060535883075248, -0.034610512984241115]","[-1.62703168, 0.00327253, -1.7871282]",Cone2M,normal,TRUE,TRUE,easy
"[0.0315769665721177, -0.004251756407577829, 0.03496019214827505]","[-0.01034219758860059, 0.07245734660819145, -0.0497468800726296]","[-1.6693522, -0.08913558, -1.67367065]",Cone2M,normal,TRUE,TRUE,easy
"[0.040382237815158165, 0.012257669187206312, 0.03496019214827505]","[-0.02246858365947748, 0.06185332460853408, -0.02562019025787136]","[-1.51729294, -0.08138873, -1.74169611]",Cone2M,normal,TRUE,TRUE,easy
"[0.01925585187674909, -0.0008971037109106236, 0.03496019214827505]","[-0.0020282437998396727, 0.07087823357949122, -0.036056659701040134]","[-1.6002401, -0.07844451, -1.65621929]",Cone2M,normal,TRUE,TRUE,easy
"[0.007739145997322114, 0.008687278086724481, 0.03496019214827505]","[0.003891153733820563, 0.060917782232375414, -0.03326402879296398]","[-1.58785584, -0.06273864, -1.59806247]",Cone2M,normal,TRUE,TRUE,easy
"[0.04921618731870803, -0.0021338187203547732, 0.03496019214827505]","[-0.03007192713527246, 0.06782732342688604, -0.06320336351096892]","[-1.74065397, -0.08242949, -1.64528894]",Cone2M,normal,TRUE,TRUE,easy
"[0.00774714413459737, 0.027414398652287376, 0.03496019214827505]","[-0.011152419816576796, 0.04145879982431755, -0.03471053688647536]","[-1.59300745, 0.03867536, -1.64259122]",Cone2M,normal,TRUE,TRUE,easy
"[0.03314064070867988, -0.008280570209666658, 0.03496019214827505]","[0.0014709069722085022, 0.07003622113039652, -0.07112842329810928]","[-1.79039577, -0.1421102, -1.70019293]",Cone2M,normal,TRUE,TRUE,easy
"[-0.03257621041094462, 0.006003907475150581, 0.03496019214827505]","[0.042790541636296205, 0.053788468603316875, -0.06003947617823377]","[-1.73418505, -0.07564952, -1.53205506]",Cone2M,normal,TRUE,TRUE,easy
"[0.00010690926987632952, -0.0008601062782554059, 0.03496019214827505]","[0.011455975939353115, 0.06028502971050341, -0.0671471566515939]","[-1.78425635, -0.01663566, -1.69974738]",Cone2M,normal,TRUE,TRUE,easy
"[0.05138335291488401, -0.0005480388406742288, 0.03496019214827505]","[-0.03511701067870981, 0.07156398215533116, -0.04433667931779545]","[-1.64183603, -0.08257693, -1.6031277]",Cone2M,normal,TRUE,TRUE,easy
"[-0.013973813938785372, 0.015282288915345745, 0.03496019214827505]","[0.03625249931294535, 0.05067591272287329, -0.03350792573779915]","[-1.60898376, -0.11733373, -1.66308367]",Cone2M,normal,TRUE,TRUE,easy
"[0.02901877006700526, 0.00234028814818232, 0.03496019214827505]","[0.0013901227965062261, 0.06405547450766384, -0.055085419904409905]","[-1.7078313, -0.11778949, -1.75317977]",Cone2M,normal,TRUE,TRUE,easy
"[-0.02001676091494566, 0.0006259803095930837, 0.03496019214827505]","[0.03257280886296683, 0.06553834608338804, -0.04034343486313264]","[-1.62975965, -0.06675829, -1.58986771]",Cone2M,normal,TRUE,TRUE,easy
"[-0.008993408444693958, 0.03446220015180018, 0.03496019214827505]","[0.022404747690508785, 0.03230251148202149, -0.03790431359346168]","[-1.63491051, -0.07031764, -1.65749164]",Cone2M,normal,TRUE,TRUE,easy
"[-0.0002005655850362438, -0.005048438227343565, 0.03496019214827505]","[0.011461603448606755, 0.07352363004244274, -0.036840948432611195]","[-1.61315359, -0.02651884, -1.74066382]",Cone2M,normal,TRUE,TRUE,easy
"[0.04118597283647145, 0.002484504737409906, 0.03496019214827505]","[-0.04409434068933475, 0.0640281630551023, -0.04364063360789748]","[-1.64552839, 0.01685887, -1.57152255]",Cone2M,normal,TRUE,TRUE,easy
"[0.03373757072898763, 0.016394915263548505, 0.03496019214827505]","[-0.02753312214711596, 0.050766713871475286, -0.04719555305496512]","[-1.63535734, 0.01526194, -1.76675066]",Cone2M,normal,TRUE,TRUE,easy
"[0.02750748467282358, 0.018125498629922944, 0.03496019214827505]","[-0.02501482144683105, 0.04650350783216002, -0.05260711504253805]","[-1.69143586, 0.01834849, -1.67566321]",Cone2M,normal,TRUE,TRUE,easy
"[-0.0018206855362268733, 0.0006932083631324588, 0.03496019214827505]","[0.012772387778309725, 0.05878664149129761, -0.06654891501375094]","[-1.77168825, -0.08940511, -1.50746325]",Cone2M,normal,TRUE,TRUE,easy
"[0.04074734829953173, 0.010463584881128432, 0.03496019214827505]","[-0.028096157367089147, 0.05418132673407769, -0.0598717148567954]","[-1.74929159, -0.08011123, -1.5641477]",Cone2M,normal,TRUE,TRUE,easy
"[0.018955234176503227, 0.02280500727067261, 0.03496019214827505]","[0.005418652904205189, 0.048337981638977914, -0.02993109278171662]","[-1.57049259, -0.1121231, -1.79089803]",Cone2M,normal,TRUE,TRUE,easy
"[-0.007199680613353815, 0.00012854724715900126, 0.03496019214827505]","[0.02165269413473802, 0.06491836819629074, -0.047611785543666456]","[-1.6808573, -0.04630282, -1.70050565]",Cone2M,normal,TRUE,TRUE,easy
"[-0.0003936735385180491, 0.009307180497493524, 0.03496019214827505]","[0.01156951624387912, 0.05518841959705377, -0.051397546979699664]","[-1.70091307, -0.03449762, -1.6762586]",Cone2M,normal,TRUE,TRUE,easy
"[0.03734109764530826, -0.009166841632253744, 0.03496019214827505]","[-0.020365765043461492, 0.0759136583008663, -0.05591404760801888]","[-1.69805214, -0.06909944, -1.64700023]",Cone2M,normal,TRUE,TRUE,easy
"[0.026162355279347873, -0.003042747058582644, 0.03496019214827505]","[0.03357170156755325, 0.06877904534999423, -0.04501879367740623]","[-1.67703057, -0.29076601, -1.72637498]",Cone2M,normal,TRUE,TRUE,easy
"[0.03377349125229932, -0.008037429158659442, 0.03496019214827505]","[-0.026160292222271314, 0.07723326759001338, -0.0410444636513715]","[-1.61090412, -0.01767, -1.67979567]",Cone2M,normal,TRUE,TRUE,easy
"[0.050504628541037835, 0.011202410678866542, 0.03496019214827505]","[-0.029160859566356143, 0.059868510112983477, -0.047584231716931796]","[-1.64893435, -0.09267998, -1.69735278]",Cone2M,normal,TRUE,TRUE,easy
"[0.010507801856147954, -0.007186977556827056, 0.03496019214827505]","[0.0037316176627269094, 0.07499872370314904, -0.04286615945688644]","[-1.63725236, -0.03305792, -1.75996581]",Cone2M,normal,TRUE,TRUE,easy
"[0.026201634926468997, 0.007775863631784671, 0.03496019214827505]","[-0.009831243795072796, 0.06569993736973614, -0.017525392331133788]","[-1.49670787, -0.09440608, -1.562314]",Cone2M,normal,TRUE,TRUE,easy
"[0.04931467811441491, 0.00588827240886854, 0.03496019214827505]","[-0.036684244256801515, 0.0633009671554345, -0.047900460025400396]","[-1.64751904, -0.04474826, -1.67811611]",Cone2M,normal,TRUE,TRUE,easy
"[0.050878049892585556, -0.0036273540718283247, 0.03496019214827505]","[-0.022361253437402116, 0.06962860512449447, -0.06684086767898564]","[-1.74600202, -0.09747756, -1.74415065]",Cone2M,normal,TRUE,TRUE,easy
