obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[0.0615113068435737, 0.001854924382847191, 0.0574499999718006]","[-0.024595033024293292, 0.07381026286681176, -0.034516415689657194]","[-1.70656494, -0.18711787, -1.66718752]",CubeB,normal,TRUE,TRUE,easy
"[0.045859735853392175, -0.003166884524582146, 0.0574499999718006]","[0.004875174777833828, 0.07804587668434797, -0.01820457064402932]","[-1.6254644, -0.27682588, -1.52224522]",CubeB,normal,TRUE,TRUE,easy
"[0.043206130479710655, 0.011803614281922774, 0.0574499999859003]","[-0.047161634794535896, 0.05516415705874886, -0.026768970963747037]","[-1.65812723, 0.03670362, -1.65739186]",CubeB,normal,TRUE,TRUE,easy
"[0.035032043125339314, 0.004390930986630318, 0.05743006934106614]","[-0.04093711650438503, 0.06404299225569368, -0.012747482064205281]","[-1.57089256, 0.0405688, -1.6852991]",CubeB,normal,TRUE,TRUE,easy
"[-0.02240527541185764, 0.006593488629536773, 0.0574499999718006]","[0.018504165299546585, 0.06330012340961069, -0.016114594167551986]","[-1.6302193, 0.0346041, -1.69203506]",CubeB,normal,TRUE,TRUE,easy
"[-0.021199073070333606, 0.015872335817767154, 0.0574499999718006]","[0.010801087943391944, 0.051902041570480714, -0.03348968175356342]","[-1.72739668, 0.06365291, -1.56716539]",CubeB,normal,TRUE,TRUE,easy
"[-0.007148110859323079, -0.0032802360384329753, 0.0574499999718006]","[0.017932521672629487, 0.06475799413401007, -0.05332927023996507]","[-1.81947814, -0.06985585, -1.54327286]",CubeB,normal,TRUE,TRUE,easy
"[0.009778439826119898, -0.006047669953192935, 0.0574499999718006]","[0.02910166896591909, 0.07369498732030344, -0.013483337038182974]","[-1.62618294, -0.19536947, -1.74172958]",CubeB,normal,TRUE,TRUE,easy
"[0.0294621041847958, 0.022351444508869472, 0.0574499999718006]","[-0.017081551937314112, 0.048756774574328796, -0.01699388837355282]","[-1.62211854, -0.07261205, -1.62592563]",CubeB,normal,TRUE,TRUE,easy
"[0.010814407324159139, -0.00620489954708589, 0.05741023538389707]","[0.017099607889212547, 0.07293894637595125, -0.033075635574028]","[-1.72382873, -0.10482458, -1.8211279]",CubeB,normal,TRUE,TRUE,easy
"[0.009440617462361054, 0.005987965041134592, 0.0574499999718006]","[0.023306752433286726, 0.062010049981343046, -0.0173739478954483]","[-1.62774654, -0.18707133, -1.59102291]",CubeB,normal,TRUE,TRUE,easy
"[0.014679994441958864, 0.024218963004036757, 0.05749416840614101]","[0.01152720976773618, 0.042952354217360586, -0.03191295460908833]","[-1.73203539, -0.15239961, -1.65995431]",CubeB,normal,TRUE,TRUE,easy
"[0.037229544633938405, 0.005996503661177268, 0.0574499999718006]","[-0.002542965337259964, 0.06525710094627812, -0.03170079064365822]","[-1.70850498, -0.20475391, -1.54200137]",CubeB,normal,TRUE,TRUE,easy
"[-0.014983928851490438, 0.0024870780478004305, 0.0574499999718006]","[0.028438991087007245, 0.06549658332212879, -0.013810543526408568]","[-1.61635318, -0.06958595, -1.65031258]",CubeB,normal,TRUE,TRUE,easy
"[0.0012265722671225196, 0.026611057619023045, 0.05749049896015634]","[0.009280742659267881, 0.041754657567281556, -0.021831721263106733]","[-1.66417707, -0.06349958, -1.60989481]",CubeB,normal,TRUE,TRUE,easy
"[0.007087136803443991, 0.01726554686340117, 0.0574499999718006]","[-0.006803364979847501, 0.052791843258051314, -0.006961482585197333]","[-1.56362854, -0.000652130114, -1.59663903]",CubeB,normal,TRUE,TRUE,easy
"[0.016193283885989, -0.003675601474325439, 0.0574499999718006]","[0.003846486742788112, 0.07246632113936971, -0.027448091190787095]","[-1.67397416, -0.12698365, -1.45578867]",CubeB,normal,TRUE,TRUE,easy
"[0.05544782928409367, 0.006081912015256383, 0.0574499999718006]","[-0.04571154338522691, 0.06408097010720702, -0.03148708066667345]","[-1.67859736, -0.0389329, -1.67388109]",CubeB,normal,TRUE,TRUE,easy
"[-0.02930928784466042, 0.0049702310119735214, 0.0574499999718006]","[0.03173078490444967, 0.06355578040184677, -0.020717269725157385]","[-1.66178272, -0.00094076923, -1.67211604]",CubeB,normal,TRUE,TRUE,easy
"[0.018227033461542676, 0.02539369501159245, 0.0574499999718006]","[0.011113698661917831, 0.04256446759703883, -0.029985091634164344]","[-1.71714855, -0.18422667, -1.61137867]",CubeB,normal,TRUE,TRUE,easy
"[-0.013221543671673996, -0.0023147457169595156, 0.05748672961417414]","[0.03754048300100077, 0.0684287231093089, -0.015165700667424424]","[-1.63174224, -0.12503015, -1.67541455]",CubeB,normal,TRUE,TRUE,easy
"[0.05047994210288295, 0.006356525978517514, 0.0574499999718006]","[-0.04222502534623374, 0.06418668412636537, -0.025288919173815434]","[-1.67645082, -0.05099866, -1.54865007]",CubeB,normal,TRUE,TRUE,easy
