0, True, Normal, -1.5177329930731833, 0.11125007448969604, -1.5129631620351862, CubeM, -0.011278, 0.01452, 0.0654, position-dependent
1, True, Normal, -1.3346315763667236, 0.029138433284115584, -1.3361082291423094, CubeM, -0.03674, 0.027213, 0.0654, position-dependent
2, True, Normal, -1.3948644975259208, -0.05388206620454983, -1.5440386492175033, CubeM, -0.038433, 0.0098, 0.0654, position-dependent
3, True, Normal, -1.414934293482355, 0.05912593100709351, -1.4672754489069617, CubeM, -0.009004, 0.006865, 0.0654, position-dependent
4, True, Normal, -1.5145576004434766, 0.14920119468899973, -1.4885548456236009, CubeM, -0.041416, 0.029108, 0.0654, position-dependent
5, True, Normal, -1.4415341204613148, 0.2247595158495599, -1.476032871827828, CubeM, -0.038784, 0.006758, 0.0654, position-dependent
6, True, Normal, -1.4901538050786711, 0.05586330063770961, -1.5368106134508128, CubeM, 0.025242, 0.011667, 0.0654, position-dependent
7, True, Normal, -1.3890196223657991, 0.13463086094406695, -1.5744345237753, CubeM, 0.072359, 0.000589, 0.0654, position-dependent
8, True, Normal, -1.435130493493902, 0.13610543300737388, -1.611586349464069, CubeM, -0.00518, 0.043603, 0.0654, position-dependent
9, True, Normal, -1.481678386327612, -0.15936408610827746, -1.468443305089488, CubeM, 0.044177, 0.016161, 0.0654, position-dependent
10, True, Normal, -1.42520475984429, 0.08477423826305164, -1.5770185728122996, CubeM, 0.066061, 0.00084, 0.0654, position-dependent
11, True, Normal, -1.5558078231197117, 0.18055025924730717, -1.4540902391835997, CubeM, -0.033435, 0.01598, 0.0654, position-dependent
12, True, Normal, -1.4252093806230035, 0.053586602377031944, -1.6993556382284971, CubeM, 0.014385, 0.033674, 0.0654, position-dependent
13, True, Normal, -1.5864653809050722, 0.057216442640381615, -1.3566153879106249, CubeM, -0.03765, 0.0073, 0.0654, position-dependent
14, True, Normal, -1.272261580337786, 0.11823565389656276, -1.4946900295779992, CubeM, -0.008305, 0.0442, 0.0654, position-dependent
15, True, Normal, -1.3570869751067087, -0.005234105872818695, -1.5278772625549233, CubeM, -0.019211, 0.03087, 0.0654, position-dependent
16, True, Normal, -1.4990548735328022, 0.09353044279958644, -1.5137578861050638, CubeM, 0.002865, 0.011891, 0.0654, position-dependent
17, True, Normal, -1.7097816000834607, 0.07570581581124092, -1.479777696942158, CubeM, -0.019191, 0.026725, 0.0654, position-dependent
18, True, Normal, -1.4795305912556937, 0.11899640385891508, -1.4633543322823535, CubeM, -0.078088, 0.001559, 0.0654, position-dependent
19, True, Normal, -1.4505724390232109, 0.06831322203335288, -1.4086416064527734, CubeM, 0.009276, 0.011553, 0.0654, position-dependent
20, True, Normal, -1.445375901509601, -0.16339535480683054, -1.620446567127802, CubeM, 0.07801, 0.0006, 0.0654, position-dependent
21, True, Normal, -1.5169488094595134, 0.1290527928756493, -1.4102926865497865, CubeM, -0.038019, 0.023878, 0.0654, position-dependent
22, True, Normal, -1.5431267189996856, 0.09116764262826926, -1.354407388035489, CubeM, -0.025438, 0.035998, 0.0654, position-dependent
23, True, Normal, -1.4311186353772534, 0.11258045807281558, -1.5380257980829424, CubeM, -0.038174, 0.007717, 0.0654, position-dependent
24, True, Normal, -1.613727743564414, -0.029548599946691567, -1.4606809250980375, CubeM, -0.011883, 0.032717, 0.0654, position-dependent
25, True, Normal, -1.4747092269669793, 0.03637030931906171, -1.417040188671526, CubeM, -0.030084, 0.020736, 0.0654, position-dependent
26, True, Normal, -1.4895100636686016, 0.07334861037321572, -1.507739787272751, CubeM, 0.016404, 0.008362, 0.0654, position-dependent
27, True, Normal, -1.5524116010414153, 0.1049123501274909, -1.5192676158200342, CubeM, -0.054649, 0.00321, 0.0654, position-dependent
28, True, Normal, -1.4814969504319417, -0.08820281674846386, -1.3767083879402318, CubeM, 0.074801, 0.003505, 0.0654, position-dependent
29, True, Normal, -1.5016087194083203, 0.0049182847239297445, -1.5028585733151805, CubeM, 0.021626, 0.026068, 0.0654, position-dependent
30, True, Normal, -1.3293487541629396, 0.010544847378609834, -1.3794630924468587, CubeM, 0.025663, 0.001902, 0.0654, position-dependent
31, True, Normal, -1.6040396313085854, 0.1491481716434495, -1.547204046106739, CubeM, -0.036005, 0.025287, 0.0654, position-dependent
32, True, Normal, -1.6125377648786656, 0.21655748228930127, -1.458780097527006, CubeM, -0.050597, 0.012968, 0.0654, position-dependent
33, True, Normal, -1.6499380953273608, 0.0417254714661377, -1.5414519997256766, CubeM, 0.002666, 0.007992, 0.0654, position-dependent
34, True, Normal, -1.4865786423080414, 0.07719355565855901, -1.4716077944622128, CubeM, -0.044912, 2.1e-05, 0.0654, position-dependent
35, True, Normal, -1.4744113380643815, 0.31771937635047376, -1.414607603841077, CubeM, -0.071162, 0.006056, 0.0654, position-dependent
36, True, Normal, -1.613445043326924, 0.10072655377242867, -1.4879629421127187, CubeM, 0.005295, 0.006932, 0.0654, position-dependent
37, True, Normal, -1.4928739293090982, 0.12367085400447331, -1.3896099003084215, CubeM, -0.015928, 0.001604, 0.0654, position-dependent
38, True, Normal, -1.4085140121560265, 0.21698137138269757, -1.5590101795727285, CubeM, -0.016818, 0.017015, 0.0654, position-dependent
39, True, Normal, -1.495329898519169, -0.049256080391540946, -1.5343820358359703, CubeM, -0.00237, 0.028885, 0.0654, position-dependent
40, True, Normal, -1.5333328266970145, 0.369164299488697, -1.4616179744714972, CubeM, -0.060173, 0.00208, 0.0654, position-dependent
41, True, Normal, -1.5743440356236094, 0.31002844482906955, -1.6324057733769761, CubeM, -0.024286, 0.030885, 0.0654, position-dependent
42, True, Normal, -1.5471182499350191, 0.059723293168505, -1.5329277247718482, CubeM, -0.027356, 0.016157, 0.0654, position-dependent
43, True, Normal, -1.4995517623254897, 0.12054042113561225, -1.5058316647757288, CubeM, 0.007203, 0.020938, 0.0654, position-dependent
44, True, Normal, -1.507729364009045, 0.1346553753055737, -1.4679739417295032, CubeM, -0.025621, 0.026335, 0.0654, position-dependent
45, True, Normal, -1.2869434291632924, 0.051290545162838486, -1.5766189785707314, CubeM, -0.013705, 0.017673, 0.0654, position-dependent
46, True, Normal, -1.5667536112844613, 0.035465513112049596, -1.5811178890958975, CubeM, -0.020453, 0.028758, 0.0654, position-dependent
47, True, Normal, -1.526685145002796, 0.04761302862881034, -1.453698351258678, CubeM, 0.000443, 0.00898, 0.0654, position-dependent
48, True, Normal, -1.4425139354813596, 0.10869898189251592, -1.586942680446389, CubeM, -0.045075, 0.007995, 0.0654, position-dependent
49, True, Normal, -1.47980302246952, 0.08261628726009129, -1.3033051155849125, CubeM, -0.032245, 0.025036, 0.0654, position-dependent
50, True, Normal, -1.6039019468350442, 0.26272674462104373, -1.4199518207750628, CubeM, -0.03125, 0.003248, 0.0654, position-dependent
51, True, Normal, -1.3899968645580143, 0.1139363131420077, -1.3344800017322909, CubeM, -0.029564, 0.031174, 0.0654, position-dependent
52, True, Normal, -1.4785154192431984, 0.1427082141361451, -1.60595519105387, CubeM, -0.002646, 0.034418, 0.0654, position-dependent
53, True, Normal, -1.3847888436582763, 0.131534064058608, -1.481217202170854, CubeM, -0.0245, 0.002813, 0.0654, position-dependent
54, True, Normal, -1.6118269697962297, 0.0868868365266382, -1.5510334131371164, CubeM, 0.028972, 0.008052, 0.0654, position-dependent
55, True, Normal, -1.4491682336796128, 0.0888030589118376, -1.5838868854380022, CubeM, 0.024753, 0.006043, 0.0654, position-dependent
56, True, Normal, -1.3606852559567495, -0.0015032531178253983, -1.5190582262389467, CubeM, -0.077103, 0.000424, 0.0654, position-dependent
57, True, Normal, -1.471801988360672, 0.16620780333661567, -1.5055322552623391, CubeM, -0.032149, 0.002842, 0.0654, position-dependent
58, True, Normal, -1.293055629854921, 0.17179667710449364, -1.293816526236424, CubeM, 0.061055, 0.003705, 0.0654, position-dependent
59, True, Normal, -1.6247405356634907, 0.09407156704699826, -1.5559075112965386, CubeM, -0.045215, 0.021497, 0.0654, position-dependent
60, True, Normal, -1.7501296347744455, 0.14527366943593378, -1.5516248846380134, CubeM, -0.03241, 0.009827, 0.0654, position-dependent
61, True, Normal, -1.3162726774076665, -0.009436113552256709, -1.4603657966997587, CubeM, -0.030963, 0.033263, 0.0654, position-dependent
62, True, Normal, -1.3639689965158523, 0.1456290644681828, -1.4634365001504372, CubeM, 0.027109, 0.004955, 0.0654, position-dependent
63, True, Normal, -1.497802196586783, 0.0895965748771208, -1.655062158744085, CubeM, 0.024406, 0.002174, 0.0654, position-dependent
64, True, Normal, -1.69801475619753, 0.09949939436091548, -1.3284611638857156, CubeM, -0.061923, 0.007897, 0.0654, position-dependent
65, True, Normal, -1.3745287809312916, 0.2984353115211018, -1.4710848535964134, CubeM, -0.033048, 0.003625, 0.0654, position-dependent
66, True, Normal, -1.603405305969073, 0.059472523627185137, -1.6575838288162503, CubeM, 0.007708, 0.025736, 0.0654, position-dependent
67, True, Normal, -1.4992344127432997, 0.003333382553248665, -1.2876848948233688, CubeM, -0.015983, 0.041762, 0.0654, position-dependent
68, True, Normal, -1.52177592228909, 0.004837987353133233, -1.6069192733871602, CubeM, -0.009909, 0.034237, 0.0654, position-dependent
69, True, Normal, -1.5582271784780606, 0.035696915049041156, -1.4530960297980526, CubeM, -0.063425, 0.002574, 0.0654, position-dependent
70, True, Normal, -1.5218347279137552, 0.04088219253353076, -1.5240192147535143, CubeM, -0.058039, 0.009446, 0.0654, position-dependent
71, True, Normal, -1.5325913221275096, -0.04576917984564477, -1.4057263134591942, CubeM, -0.044736, 0.008207, 0.0654, position-dependent
72, True, Normal, -1.4805033233086158, -0.06524936343062149, -1.4117249287833202, CubeM, -0.000952, 0.04298, 0.0654, position-dependent
73, True, Normal, -1.6340766851943178, 0.16640661715443184, -1.4834513218164855, CubeM, -0.011882, 0.008312, 0.0654, position-dependent
74, True, Normal, -1.560107982427801, 0.05466678591444385, -1.4459951631387276, CubeM, -0.053451, 0.0101, 0.0654, position-dependent
75, True, Normal, -1.5534143912277265, 0.011637805781835375, -1.5636497656013588, CubeM, -0.038248, 0.015851, 0.0654, position-dependent
76, True, Normal, -1.3489437545845562, 0.14641728734113935, -1.4561241965720704, CubeM, -0.010168, 0.036411, 0.0654, position-dependent
77, True, Normal, -1.314081228644678, 0.24074925178595308, -1.4845094610655456, CubeM, -0.024509, 0.02542, 0.0654, position-dependent
78, True, Normal, -1.468493918638795, 0.1610477975234661, -1.2759728893056321, CubeM, -0.039507, 0.035063, 0.0654, position-dependent
79, True, Normal, -1.5413908858339607, -0.018471773993002927, -1.5544338114892229, CubeM, -0.025332, 0.019979, 0.0654, position-dependent
80, True, Normal, -1.5172632311713559, 0.14818540707448236, -1.5730271525435893, CubeM, -0.000559, 0.025127, 0.0654, position-dependent
81, True, Normal, -1.5302282808185332, 0.21564732370783224, -1.4227075286651685, CubeM, -0.062884, 0.003352, 0.0654, position-dependent
82, True, Normal, -1.4581117189959496, 0.15446222982576452, -1.443229805197615, CubeM, -0.05274, 0.009696, 0.0654, position-dependent
83, True, Normal, -1.2764178328961617, 0.1777523345964933, -1.496410079218617, CubeM, -0.011093, 0.054113, 0.0654, position-dependent
84, True, Normal, -1.4834983734589415, -0.08415881623260879, -1.4957928121357082, CubeM, 0.036432, 0.022855, 0.0654, position-dependent
85, True, Normal, -1.3639838842340624, 0.01063694693391981, -1.4443468660523826, CubeM, -0.019881, 0.017707, 0.0654, position-dependent
86, True, Normal, -1.4229711519483186, 0.1622335985027128, -1.5712014110611114, CubeM, -0.002326, 0.02681, 0.0654, position-dependent
87, True, Normal, -1.5509350295182167, 0.3550826220389365, -1.6727932375968622, CubeM, -0.037807, 0.019942, 0.0654, position-dependent
88, True, Normal, -1.4629667297643827, -0.11691779217239029, -1.557624009469276, CubeM, 0.020979, 0.010601, 0.0654, position-dependent
89, True, Normal, -1.4862023014318417, -0.11981618475399713, -1.4880330877263828, CubeM, 0.010466, 0.036642, 0.0654, position-dependent
90, True, Normal, -1.5327474188880092, 0.022083255079687225, -1.5016514029730526, CubeM, -0.06814, 0.004224, 0.0654, position-dependent
91, True, Normal, -1.448065344351786, 0.13965774173938872, -1.5343758154532645, CubeM, -0.018119, 0.006183, 0.0654, position-dependent
92, True, Normal, -1.3741106455461827, 0.2135344071312073, -1.4226544293997112, CubeM, 0.001802, 0.009031, 0.0654, position-dependent
93, True, Normal, -1.4709767366347544, 0.08659317379269016, -1.4434917158616318, CubeM, -0.064162, 0.013531, 0.0654, position-dependent
94, True, Normal, -1.5721222595245716, 0.03105392854370992, -1.372645163286955, CubeM, -0.029633, 0.035143, 0.0654, position-dependent
95, True, Normal, -1.476475046433548, 0.0052919412052683246, -1.3571121814816032, CubeM, -0.03457, 0.006711, 0.0654, position-dependent
96, True, Normal, -1.6053932186157416, 0.028862082509330644, -1.5074943532359282, CubeM, 0.002771, 0.006439, 0.0654, position-dependent
97, True, Normal, -1.4714432822698031, 0.275313497192349, -1.605173866481648, CubeM, -0.014712, 0.025001, 0.0654, position-dependent
98, True, Normal, -1.5032229623385105, 0.05426904647763675, -1.343516003183287, CubeM, 0.015875, 0.014296, 0.0654, position-dependent
99, True, Normal, -1.44657326830985, 0.10745358046428266, -1.494150581163032, CubeM, -0.044735, 0.026605, 0.0654, position-dependent
100, True, Normal, -1.6946714832004623, 0.044458911042212224, -1.4597790149868748, CubeM, -0.027047, 0.032036, 0.0654, position-dependent
101, True, Normal, -1.603380850377032, -0.009457177628588553, -1.3672629720762066, CubeM, 0.026987, 0.005684, 0.0654, position-dependent
102, True, Normal, -1.5129260796469488, 0.04768944823219301, -1.4679677578187178, CubeM, -0.044722, 0.00117, 0.0654, position-dependent
103, True, Normal, -1.4618442196919694, 0.1561782079572196, -1.5960391284336468, CubeM, -0.009534, 0.01429, 0.0654, position-dependent
104, True, Normal, -1.5034485623860203, 0.02664644330296162, -1.3995171281295886, CubeM, 0.01888, 0.005444, 0.0654, position-dependent
105, True, Normal, -1.4393634975689438, -0.015123077733905754, -1.4963885103289731, CubeM, 0.004573, 0.034052, 0.0654, position-dependent
106, True, Normal, -1.4489482811001977, 0.1492393753917527, -1.5909979015725044, CubeM, 0.004773, 0.017239, 0.0654, position-dependent
107, True, Normal, -1.5726221497061368, -0.068357930399634, -1.585719180904065, CubeM, 0.049982, 0.010024, 0.0654, position-dependent
108, True, Normal, -1.513678579727774, 0.20988856893640917, -1.4437170443551355, CubeM, -0.032747, 0.003547, 0.0654, position-dependent
109, True, Normal, -1.5815082764525974, 0.07481840510979576, -1.4615336802119405, CubeM, -0.015085, 0.007078, 0.0654, position-dependent
110, True, Normal, -1.5837119769807055, 0.17469748089820492, -1.587425135100031, CubeM, -0.040663, 0.029978, 0.0654, position-dependent
111, True, Normal, -1.5606405765203313, 0.16652615680948735, -1.3982435406036346, CubeM, -0.041914, 0.011264, 0.0654, position-dependent
112, True, Normal, -1.3850589702636433, 0.0140916670026896, -1.3857700314192056, CubeM, -0.057154, 0.000418, 0.0654, position-dependent
113, True, Normal, -1.3589841242203478, 0.14427825540600714, -1.4718560528089575, CubeM, -0.027512, 0.038678, 0.0654, position-dependent
114, True, Normal, -1.4002935873288331, -0.06939595767617734, -1.558812960026264, CubeM, 0.006775, 0.018677, 0.0654, position-dependent
115, True, Normal, -1.4994680213839726, 0.056883110043843166, -1.2890534256860238, CubeM, -0.006034, 0.008956, 0.0654, position-dependent
116, True, Normal, -1.4495371625865605, 0.14651604443534882, -1.4776948359959747, CubeM, -0.019067, 0.011595, 0.0654, position-dependent
117, True, Normal, -1.5250376591656727, 0.08409517288293422, -1.469397509946614, CubeM, 0.011242, 0.00472, 0.0654, position-dependent
118, True, Normal, -1.3521660208032622, 0.04755635320759177, -1.565423309711749, CubeM, -0.046271, 0.023163, 0.0654, position-dependent
119, True, Normal, -1.4507905922010162, 0.07123518108061333, -1.4490896968136688, CubeM, 0.030158, 0.000591, 0.0654, position-dependent
120, True, Normal, -1.336529474292937, 0.03716985885816637, -1.4924221140232805, CubeM, 0.011588, 0.015492, 0.0654, position-dependent
121, True, Normal, -1.4548547187923155, 0.05272739281764305, -1.4614053784281291, CubeM, 0.031264, 0.019384, 0.0654, position-dependent
122, True, Normal, -1.3617847844905655, 0.11224477390825838, -1.3843114519667152, CubeM, 0.059717, 0.000994, 0.0654, position-dependent
123, True, Normal, -1.5905037667905393, 0.11850995787900787, -1.5354620070618055, CubeM, -0.053401, 0.008065, 0.0654, position-dependent
124, True, Normal, -1.5259340024402304, -0.07231463620521428, -1.5277365166928494, CubeM, -0.002633, 0.027929, 0.0654, position-dependent
125, True, Normal, -1.4912961086256777, -0.017929594475461164, -1.580379976406196, CubeM, 0.015633, 0.011416, 0.0654, position-dependent
126, True, Normal, -1.5338359249156364, 0.1494878248158571, -1.4317426345267572, CubeM, -0.045031, 0.018761, 0.0654, position-dependent
127, True, Normal, -1.2876082753970446, 0.08508765351963743, -1.4370797257421517, CubeM, -0.032454, 0.00077, 0.0654, position-dependent
128, True, Normal, -1.5336268051959905, 0.08883207921206582, -1.5332404581238939, CubeM, -0.039235, 0.021231, 0.0654, position-dependent
129, True, Normal, -1.5389921270839018, 0.06040872808388986, -1.5408247654628042, CubeM, -0.009629, 0.018296, 0.0654, position-dependent
130, True, Normal, -1.357100067925686, -0.002834236382929012, -1.6199883730977498, CubeM, -0.021007, 0.009669, 0.0654, position-dependent
131, True, Normal, -1.4939795380149419, 0.15248057499868217, -1.4752269777592282, CubeM, -0.015515, 0.041127, 0.0654, position-dependent
132, True, Normal, -1.4428495960883612, 0.1988735527355292, -1.3541891399026238, CubeM, -0.046148, 0.003514, 0.0654, position-dependent
133, True, Normal, -1.5665943157039488, -0.048580070907394246, -1.462708901273503, CubeM, -0.044701, 0.011366, 0.0654, position-dependent
134, True, Normal, -1.5989795050280249, 0.08458063871963084, -1.3149454881476839, CubeM, -0.036756, 0.001609, 0.0654, position-dependent
135, True, Normal, -1.3525650575191792, 0.1286871337852762, -1.426141674362289, CubeM, 0.005235, 0.002209, 0.0654, position-dependent
136, True, Normal, -1.446499709476797, 0.10992690055707532, -1.5508651807616136, CubeM, -0.035126, 0.004599, 0.0654, position-dependent
137, True, Normal, -1.4285086489357983, -0.017448995632930675, -1.5116333954254444, CubeM, 0.016543, 0.004397, 0.0654, position-dependent
138, True, Normal, -1.3355664432823378, 0.10603179931107243, -1.4485672818229474, CubeM, -0.045945, 0.009934, 0.0654, position-dependent
139, True, Normal, -1.4922510131865654, 0.011159843514547685, -1.463959502560699, CubeM, -0.00346, 0.001987, 0.0654, position-dependent
140, True, Normal, -1.6630214206777425, 0.09446291554044839, -1.5371130659671952, CubeM, 0.01675, 0.00309, 0.0654, position-dependent
141, True, Normal, -1.6072631541398195, -0.06459730561443777, -1.3658465050205852, CubeM, 0.027606, 0.009986, 0.0654, position-dependent
142, True, Normal, -1.503336912039703, 0.026319364264169254, -1.5576031553545142, CubeM, 0.032109, 0.009011, 0.0654, position-dependent
143, True, Normal, -1.584199541760415, 0.15969552487835958, -1.50115503221398, CubeM, -0.026192, 0.03371, 0.0654, position-dependent
144, True, Normal, -1.4136168434282042, -0.15884501956097874, -1.5636575564013913, CubeM, 0.035448, 0.015556, 0.0654, position-dependent
145, True, Normal, -1.5254045265647374, 0.16633802259065722, -1.676361534867804, CubeM, -0.021779, 0.043884, 0.0654, position-dependent
146, True, Normal, -1.2100502028715034, 0.014745438654206522, -1.4022817033303905, CubeM, 0.003637, 0.047825, 0.0654, position-dependent
147, True, Normal, -1.3938542240691894, 0.1890681763280191, -1.4607832537629353, CubeM, -0.017837, 0.01817, 0.0654, position-dependent
148, True, Normal, -1.3705316402962011, 0.09196424206735143, -1.465354097246471, CubeM, 0.036266, 0.009894, 0.0654, position-dependent
149, True, Normal, -1.5954266236657728, 0.08911258990358228, -1.4367551198776207, CubeM, 0.018218, 0.005041, 0.0654, position-dependent
150, True, Normal, -1.552410905967922, 0.003229273869602478, -1.4519759087365782, CubeM, -0.006964, 0.001297, 0.0654, position-dependent
151, True, Normal, -1.3739258563276096, 0.022128852767326235, -1.4690539344416884, CubeM, 0.060106, 0.011756, 0.0654, position-dependent
152, True, Normal, -1.465448188612325, 0.10338126035848938, -1.5456379944033105, CubeM, -0.020919, 0.003512, 0.0654, position-dependent
153, True, Normal, -1.3619987482655729, 0.05858726992189012, -1.4385406729043206, CubeM, 0.002479, 0.001539, 0.0654, position-dependent
154, True, Normal, -1.4497783900222982, 0.11418239096821248, -1.4824347191549518, CubeM, 0.014339, 0.014602, 0.0654, position-dependent
155, True, Normal, -1.4667740047483377, 0.14043586720564827, -1.472738504770405, CubeM, -0.045159, 0.017604, 0.0654, position-dependent
156, True, Normal, -1.6096478907466296, 0.07758759143316274, -1.4949298016842754, CubeM, -0.041767, 0.019837, 0.0654, position-dependent
157, True, Normal, -1.4287974091806335, 0.10526499381246923, -1.6695198110265008, CubeM, -0.020298, 0.025698, 0.0654, position-dependent
158, True, Normal, -1.5008827210598101, 0.07664610001960881, -1.4034848432425355, CubeM, -0.016227, 0.044199, 0.0654, position-dependent
159, True, Normal, -1.3960321812229235, 0.09244626573118175, -1.5252403876802123, CubeM, 0.001029, 0.015678, 0.0654, position-dependent
160, True, Normal, -1.4768402737183461, -0.051445727935506946, -1.4896458529836514, CubeM, 0.059295, 0.003235, 0.0654, position-dependent
161, True, Normal, -1.4579048770479193, 0.13936765834141118, -1.6290582582582755, CubeM, -0.014428, 0.015462, 0.0654, position-dependent
162, True, Normal, -1.4898234244596236, 0.1378407173454661, -1.508262489960012, CubeM, -0.026282, 0.030319, 0.0654, position-dependent
163, True, Normal, -1.7782469287165321, 0.13597507700195388, -1.485436798194255, CubeM, -0.031401, 0.018975, 0.0654, position-dependent
164, True, Normal, -1.3165639066021244, 0.32829629018962914, -1.436978300194467, CubeM, -0.035383, 0.019858, 0.0654, position-dependent
165, True, Normal, -1.3390898814556493, 0.09907422903037699, -1.3949021036869997, CubeM, 0.054454, 0.008086, 0.0654, position-dependent
166, True, Normal, -1.5286610392389128, 0.2588008333775207, -1.4404121558501761, CubeM, -0.050416, 0.024535, 0.0654, position-dependent
167, True, Normal, -1.3782997768369845, 0.2127167339182554, -1.5718021991491051, CubeM, -0.014772, 0.032116, 0.0654, position-dependent
168, True, Normal, -1.3808308388143387, -0.015934406808713275, -1.3824108645501227, CubeM, 0.012386, 0.048636, 0.0654, position-dependent
169, True, Normal, -1.4923108778089913, 0.016041432815467882, -1.4204378071649024, CubeM, -0.035158, 0.01892, 0.0654, position-dependent
170, True, Normal, -1.4908850878588558, 0.09308139177883046, -1.483794790702598, CubeM, -0.060596, 0.005122, 0.0654, position-dependent
171, True, Normal, -1.5629830927865425, 0.06850081858825408, -1.4699609784957137, CubeM, -0.034904, 0.010951, 0.0654, position-dependent
172, True, Normal, -1.439646730062375, 0.10307588281004998, -1.5603415993533358, CubeM, -0.033775, 0.011527, 0.0654, position-dependent
173, True, Normal, -1.4900983655136297, 0.15854239433228368, -1.463451670735764, CubeM, -0.029832, 0.000996, 0.0654, position-dependent
174, True, Normal, -1.6420013901582462, 0.05539614894702782, -1.401012944356433, CubeM, 0.012729, 0.001697, 0.0654, position-dependent
175, True, Normal, -1.5119427515379869, 0.11452773641411951, -1.3801621422746453, CubeM, -0.043336, 0.017001, 0.0654, position-dependent
176, True, Normal, -1.4643548109892741, 0.014787024148362082, -1.589742046950119, CubeM, -0.027593, 0.009906, 0.0654, position-dependent
177, True, Normal, -1.4077269500399696, 0.20253070579476917, -1.4666849296818794, CubeM, -0.071482, 0.00727, 0.0654, position-dependent
178, True, Normal, -1.3910491880251508, 0.031305492397342594, -1.5058100849514604, CubeM, -0.055315, 0.015362, 0.0654, position-dependent
179, True, Normal, -1.405886462243565, 0.040037955713774664, -1.6834834903889255, CubeM, -0.000476, 0.028121, 0.0654, position-dependent
180, True, Normal, -1.4076794430026587, 0.10835119849942743, -1.5052574784316697, CubeM, -0.014509, 0.045612, 0.0654, position-dependent
181, True, Normal, -1.5137382889507185, 0.053538621369347394, -1.5285524685944416, CubeM, -0.013925, 0.011002, 0.0654, position-dependent
182, True, Normal, -1.4330268551653598, 0.12550070681179104, -1.5221822309665085, CubeM, -0.069908, 0.004429, 0.0654, position-dependent
183, True, Normal, -1.5562641182360837, -0.02261923868708693, -1.5096979460997602, CubeM, 0.036564, 0.017045, 0.0654, position-dependent
184, True, Normal, -1.4006502353621737, 0.09637190087328085, -1.3969105473759382, CubeM, -0.036488, 0.035179, 0.0654, position-dependent
185, True, Normal, -1.5387239299348505, -0.05940535026859295, -1.4884597963488853, CubeM, 0.047735, 0.008471, 0.0654, position-dependent
186, True, Normal, -1.5042116876928482, 0.31943542216835663, -1.5030968340543671, CubeM, -0.03176, 0.004116, 0.0654, position-dependent
187, True, Normal, -1.5126781985769784, 0.16395093501694347, -1.5389945233303879, CubeM, -0.04321, 0.00953, 0.0654, position-dependent
188, True, Normal, -1.4272959258969513, 0.019616731568102175, -1.5584956177358247, CubeM, -0.031991, 0.005155, 0.0654, position-dependent
189, True, Normal, -1.508648487286005, 0.2057005876999498, -1.4792246548387094, CubeM, -0.056284, 0.008426, 0.0654, position-dependent
190, True, Normal, -1.5618536933415113, 0.18279558145481678, -1.5051474165769159, CubeM, -0.000552, 0.000397, 0.0654, position-dependent
191, True, Normal, -1.5824509185410431, 0.08049007760475524, -1.428001255396758, CubeM, -0.048041, 0.001312, 0.0654, position-dependent
192, True, Normal, -1.5148265278190507, 0.014097151113678486, -1.430446591661415, CubeM, -0.011362, 0.03699, 0.0654, position-dependent
193, True, Normal, -1.5277372999415704, 0.05758831370321049, -1.4293842950031037, CubeM, -0.032004, 0.007317, 0.0654, position-dependent
194, True, Normal, -1.4370240523175113, 0.11771456234807731, -1.421419893447553, CubeM, -0.023441, 0.01749, 0.0654, position-dependent
195, True, Normal, -1.4962033021763206, 0.05703756181402797, -1.4360643836908245, CubeM, 0.022511, 0.015027, 0.0654, position-dependent
196, True, Normal, -1.421315533683741, 0.20938564198907006, -1.3851006043935483, CubeM, -0.008371, 0.000764, 0.0654, position-dependent
197, True, Normal, -1.4213627793356367, 0.27906338284583354, -1.4818648777451031, CubeM, -0.018068, 0.031705, 0.0654, position-dependent
198, True, Normal, -1.4888650962632177, 0.029212028465259054, -1.4134269323413675, CubeM, -0.043173, 0.011329, 0.0654, position-dependent
199, True, Normal, -1.4066902550585207, 0.19128699460054, -1.2978873500834278, CubeM, 0.004278, 0.002445, 0.0654, position-dependent
200, True, Normal, -1.430356777579332, 0.15719436481776983, -1.5308646234249605, CubeM, 0.002078, 0.028003, 0.0654, position-dependent
201, True, Normal, -1.511741615051358, 0.12688775464191626, -1.5324890725248972, CubeM, -0.066328, 0.006398, 0.0654, position-dependent
202, True, Normal, -1.4515338999381084, 0.022358279218494426, -1.486056277233325, CubeM, -0.03704, 0.009051, 0.0654, position-dependent
203, True, Normal, -1.461476876330369, -0.12566117655894193, -1.4187147634167192, CubeM, 0.025537, 0.016266, 0.0654, position-dependent
204, True, Normal, -1.371870190570045, 0.07933081053842073, -1.4747448995370755, CubeM, -0.048892, 0.01858, 0.0654, position-dependent
205, True, Normal, -1.4706966859994746, 0.037418671440291096, -1.4703269690178813, CubeM, 0.007881, 0.022857, 0.0654, position-dependent
