obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[0.0013242312484089973, 0.020030050173549467, 0.05259972270486953]","[0.012855905354916274, 0.04953737177196357, -0.011770226858829187]","[-1.56936605, -0.08381147, -1.63505441]",CubeM,normal,True,True,easy
"[0.0434933059338607, 0.008336812648308243, 0.05259972270486953]","[-0.022692228034638183, 0.06433811745220533, -0.02480016616225963]","[-1.60465863, -0.0896497, -1.81403589]",CubeM,normal,True,True,easy
"[-0.019397022435702422, -0.0010496690133651168, 0.05259972270486953]","[0.00971716629715559, 0.07218951028834916, -0.005624344237097592]","[-1.53441874, 0.05522128, -1.63188697]",CubeM,normal,True,True,easy
"[-0.0008237349598640552, 0.028983255777877318, 0.05259972270486953]","[0.008578110393290773, 0.04054309388475774, -0.01528972135952412]","[-1.58573908, -0.05413829, -1.54410821]",CubeM,normal,True,True,easy
"[-0.014722305155608113, 0.003259155896304751, 0.05254917654519058]","[0.043424487646944385, 0.06192766667971678, -0.01320633218258588]","[-1.5753183, -0.16351362, -1.58102728]",CubeM,normal,True,True,easy
"[0.03028823521624797, 0.019202345277686772, 0.05259972270486953]","[-0.019769416551056004, 0.05243737225323305, -0.012664135195057076]","[-1.56097876, -0.05976501, -1.64221997]",CubeM,normal,True,True,easy
"[-0.0005667740984070494, 0.021926484217719935, 0.05268008293345835]","[0.025235998230858897, 0.04467995385944322, -0.024220036791088098]","[-1.67234349, -0.12511019, -1.76718482]",CubeM,normal,True,True,easy
"[-0.0315786736288013, 0.02152578549140383, 0.052739999952448845]","[0.03499148715881859, 0.04801210524035526, 0.008907037520972619]","[-1.46824235, -0.02742034, -1.71934211]",CubeM,normal,True,True,easy
"[0.03468287083221246, -0.0072410901515332065, 0.05259972270486953]","[-0.02793012068667436, 0.07872176137166205, 0.005475364128164849]","[-1.47018349, -0.03654247, -1.59218828]",CubeM,normal,True,True,easy
"[-0.0012987076450552966, -0.002115565986335876, 0.05259972270486953]","[0.024495844760213797, 0.07006955875622348, -0.017507732969333608]","[-1.60829097, -0.11901524, -1.65989902]",CubeM,normal,True,True,easy
"[0.0007941199950141795, 0.005101427711444275, 0.05259972270486953]","[0.014243772698044967, 0.06461504213181847, -0.007790398873199471]","[-1.55553614, -0.0770655, -1.74410344]",CubeM,normal,True,True,easy
"[0.002208843361335199, 0.004180677482260053, 0.05252756798973061]","[0.018956209643294704, 0.06431516130629185, -0.018382037976564954]","[-1.61945277, -0.10106223, -1.74623969]",CubeM,normal,True,True,easy
"[0.021141857760877802, 0.02073556064268671, 0.05259972270486953]","[-0.00803975579739813, 0.049774320935285735, -0.019583554033914447]","[-1.59912798, -0.05616949, -1.79493161]",CubeM,normal,True,True,easy
"[0.004049428967863042, 0.031640426027408304, 0.0527129733960836]","[0.016058398777340423, 0.0370368293172523, -0.017613073592654765]","[-1.61342831, -0.12498724, -1.6617234]",CubeM,normal,True,True,easy
"[-0.042825431194978704, 0.009745203786285786, 0.05259972270486953]","[0.038042604861020145, 0.06122211782115204, -0.014842738085314732]","[-1.60043428, 0.03572889, -1.65091859]",CubeM,normal,True,True,easy
"[0.031979678364660626, 0.002528344656819056, 0.05259972270486953]","[-0.0034901526434140615, 0.06982319435649162, -0.018280398883538728]","[-1.59872243, -0.14761851, -1.68730848]",CubeM,normal,True,True,easy
"[-0.013444786090786602, 0.028851628267541916, 0.05259972270486953]","[0.007743992273366297, 0.04129791328195147, -0.015472933446173197]","[-1.58340051, 0.02861682, -1.4797011]",CubeM,normal,True,True,easy
"[0.042183808551932135, 0.008408388871731001, 0.05259972270486953]","[0.008286236922758261, 0.06614314011180483, -0.01708608444279689]","[-1.5999272, -0.27930806, -1.66544986]",CubeM,normal,True,True,easy
"[0.0067521776813032775, 0.014641252778227289, 0.05259972270486953]","[0.020915086728120716, 0.052637052985480194, -0.025781823604616214]","[-1.64924336, -0.16954787, -1.56782261]",CubeM,normal,True,True,easy
"[0.0347233479260966, -0.0053553190444295675, 0.05259972270486953]","[-0.023914868887125258, 0.07747570518216469, -0.002662949615172323]","[-1.51092099, -0.05742224, -1.61157637]",CubeM,normal,True,True,easy
"[-0.007552160128176192, 0.007378874986571851, 0.05259972270486953]","[0.029715455295094305, 0.06052116504482363, -0.007645849246270697]","[-1.55072183, -0.1260975, -1.62801364]",CubeM,normal,True,True,easy
"[-0.007211372728218533, 0.014916643117017517, 0.05259972270486953]","[0.02441381402833004, 0.051673837119230806, -0.02709062182649588]","[-1.65793321, -0.10556787, -1.57193343]",CubeM,normal,True,True,easy
"[0.05144269140009967, 0.006155773716770803, 0.052739999952448845]","[-0.012294747122339189, 0.07033530463997512, -0.01888010077593784]","[-1.59568056, -0.2063573, -1.71066905]",CubeM,normal,True,True,easy
"[0.02751962781556693, 0.0035667028615296477, 0.05267164702768822]","[0.014647665660568947, 0.0681442910428129, -0.009904881786099322]","[-1.56753868, -0.22666665, -1.73402424]",CubeM,normal,True,True,easy
"[-0.011220297814118084, 0.02694953511076232, 0.05259972270486953]","[0.011399964466728123, 0.04162243051623857, -0.024389882311877727]","[-1.65108722, 0.00867895, -1.63128257]",CubeM,normal,True,True,easy
"[0.022834465025793473, 0.02076751646839499, 0.05259972270486953]","[-0.010942636852437689, 0.04864486421364647, -0.027428260259058018]","[-1.65308207, -0.05403984, -1.69616305]",CubeM,normal,True,True,easy
"[0.014973684070595251, 0.00571954599647251, 0.05259972270486953]","[0.013603432316048648, 0.06340127650243113, -0.022553910918153473]","[-1.62119427, -0.17313298, -1.50188451]",CubeM,normal,True,True,easy
"[0.005432429085617601, -0.0017936445163068736, 0.05259972270486953]","[0.004120609515160171, 0.06996798021400479, -0.028928087493627876]","[-1.66144714, -0.03542428, -1.6800418]",CubeM,normal,True,True,easy
