obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[0.015768701571707434, 0.012529912466042912, 0.04791999987138928]","[-0.001441263985156059, 0.05061861709361062, -0.0529151695966878]","[-1.78655682, -0.1034397, -1.52806662]",CubeS,normal,True,True,easy
"[0.00944397497335894, 0.012402425287814997, 0.04791999987138928]","[0.014567555698118245, 0.05724662000168015, -0.01732167821534372]","[-1.57473717, -0.13706248, -1.62904323]",CubeS,normal,True,True,easy
"[0.03568193489989648, 0.008550282531596518, 0.04791999993569464]","[-0.012446062503519938, 0.05838687481015981, -0.04964587012300188]","[-1.75933798, -0.13140977, -1.59687369]",CubeS,normal,True,True,easy
"[-0.027730388352949536, 0.006854357582872872, 0.04790508269890222]","[0.04877674178033828, 0.05839183264188298, -0.017874009578702867]","[-1.62074311, -0.10081288, -1.74633365]",CubeS,normal,True,True,easy
"[-0.02314622775315165, 0.00046048479680916004, 0.04791999987138928]","[0.04530892469493273, 0.06434464881962752, -0.02503558575395147]","[-1.6492815, -0.10179753, -1.72025026]",CubeS,normal,True,True,easy
"[-0.04282232248143083, -0.009380787208490556, 0.04791999987138928]","[0.04176752413298575, 0.07266488783583658, -0.05379030535913638]","[-1.76024677, -0.0008311587, -1.54816329]",CubeS,normal,True,True,easy
"[0.009425588439972332, 0.017772607982025866, 0.04791999987138928]","[0.0032595826171292926, 0.050106872179288026, -0.03266930432403885]","[-1.66588222, -0.05040943, -1.71167279]",CubeS,normal,True,True,easy
"[-0.015782330152135697, -0.0042753659025228895, 0.04791999987138928]","[0.004923925635494472, 0.07278725209396673, -0.0328118615184921]","[-1.6514181, 0.04405123, -1.48428903]",CubeS,normal,True,True,easy
"[0.015891905347326644, 0.02228417830108802, 0.047886742906792436]","[-0.031993719456618955, 0.04373533686401396, -0.0278459217549621]","[-1.60818367, 0.12527561, -1.7026986]",CubeS,normal,True,True,easy
"[-0.022421662172091288, 0.012815593568926942, 0.04791999987138928]","[0.032361597358500645, 0.048371243463056, -0.05128531323037386]","[-1.77205173, -0.06951364, -1.54838647]",CubeS,normal,True,True,easy
"[-0.012128303823231632, 0.02270516544078095, 0.04793004557098921]","[0.029088992665517663, 0.04187543183431667, -0.03580005239154955]","[-1.68193691, -0.11832702, -1.53737474]",CubeS,normal,True,True,easy
"[0.033620739517825876, 0.016984188500493963, 0.04791999987138928]","[-0.0010981073259470758, 0.05017564669474775, -0.04850376990795931]","[-1.76275199, -0.18022691, -1.65118716]",CubeS,normal,True,True,easy
"[0.01099780738624721, 0.015797691575318303, 0.04791999987138928]","[0.0305195574646689, 0.052417389447555765, -0.008834505135959252]","[-1.53972438, -0.24496335, -1.68894229]",CubeS,normal,True,True,easy
"[0.022162140102458074, 0.021627471081109358, 0.04791999987138928]","[-0.02372143010894819, 0.042299064157511446, -0.04605276956833925]","[-1.73797512, 0.03814902, -1.66598567]",CubeS,normal,True,True,easy
"[-0.02521261422133237, -0.0027036324222967116, 0.04791999987138928]","[0.0325756134482896, 0.06858677751684085, -0.03697885781483339]","[-1.69817357, -0.0156378, -1.68847748]",CubeS,normal,True,True,easy
"[0.023608040248103694, 0.0015471419540874923, 0.04791999987138928]","[-0.0007938569528272051, 0.06805771166475445, -0.03167228475270657]","[-1.64874071, -0.10619006, -1.69662721]",CubeS,normal,True,True,easy
"[-0.010914532470969771, 0.017249374612700923, 0.04791999987138928]","[0.01577255379861435, 0.05230737446956937, -0.017888158848183275]","[-1.57003903, -0.03347256, -1.53771833]",CubeS,normal,True,True,easy
