local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[0.02147132629204465, 0.05409440021840187, -0.016388088736548678]","[-0.035943279765899824, 0.02894953067224048, 0.05740482452740866]","[-0.035943279765899824, 0.028949530672240487, 0.05740482452740866]","[0.0, 0.0, -6.071532165918825e-18]","[-0.0009186736789413945, 0.07674244659800951, 0.06944249855235404]","[-0.0009186736789413967, 0.07674244659800951, 0.06944249855235404]","[[-0.96757312  0.23993029  0.07896651 -0.02478535]
 [-0.23673117 -0.97039934  0.04778578  0.07093498]
 [ 0.0880943   0.0275424   0.99573129 -0.07117881]
 [ 0.          0.          0.          1.        ]]",CubeB,normal,[-1.62422774  0.23941799 -1.48286357],"[-0.028334858402652187, 0.020161537597444074, 0.006115136541586111, 0.07138812781754042, 0.020311538552197, 0.025035376957836336, 0.07138800168428458, 0.020311538552713587, -0.02723675447947304, -0.05640751722025124, 0.042414827462984514, 0.012133069524760322, 0.09961041981566246, 0.04256482971728588, 0.03030717617760731, 0.09961041196996205, 0.04256482971731801, -0.032507920415894336]","[0.02226321804068058, 0.05054773868671879, 0.07425746144479954, -0.07259480767121836, 0.07484985167627847, 0.10097888058097672, -0.0771995625051264, 0.0734101212351413, 0.04892987353769375, 0.044687666448264954, 0.022383428164757645, 0.07909629671345646, -0.104705571045968, 0.06017185339497428, 0.10952018272198147, -0.1102392154767532, 0.05844177272626666, 0.0469732246804875]","[0.022263218040680585, 0.0505477386867188, 0.07425746144479954, -0.07259480767121836, 0.07484985167627847, 0.1009788805809767, -0.0771995625051264, 0.0734101212351413, 0.04892987353769375, 0.04468766644826495, 0.02238342816475765, 0.07909629671345644, -0.104705571045968, 0.06017185339497427, 0.10952018272198147, -0.11023921547675318, 0.05844177272626666, 0.046973224680487494]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[0.040967117933960684, 0.10031437738349555, 0.05479317770118537]","[-0.03989553754755007, -0.034677004375195254, 0.05749975937015228]","[-0.03989553754755007, -0.03467700437519526, 0.05749975937015228]","[0.0, 0.0, 0.0]","[-0.0017016132264853837, 0.07737462155294206, 0.03049552533056785]","[-0.0017016132264853837, 0.07737462155294206, 0.03049552533056785]","[[-0.98289655  0.01368012  0.18364975 -0.0083315 ]
 [-0.07193781 -0.94652591 -0.3145054   0.08270568]
 [ 0.16952678 -0.32233763  0.93132117 -0.00317191]
 [ 0.          0.          0.          1.        ]]",CubeB,normal,[-1.25877336  0.07291713 -1.40126232],"[-0.04575975162842913, 0.012535615371095085, 0.0069312113635681995, 0.05396323459176347, 0.01268561632584804, 0.025851451779818423, 0.053963108458507575, 0.01268561632636464, -0.026420679657490925, -0.07383241044602819, 0.03478890523663551, 0.012949144346742417, 0.08218552658988547, 0.034938907490936935, 0.031123250999589413, 0.08218551874418505, 0.034938907490969055, -0.031691845593912214]","[0.04354872990508753, 0.06264914777031903, 0.024604423468758848, -0.05127195229850236, 0.057772684544509276, 0.06049216944452329, -0.06013335436279099, 0.07462195790051163, 0.01181000365616724, 0.07056059723197124, 0.03926198873805108, 0.018054735214093384, -0.07971868751945348, 0.035396152754846984, 0.06358614434008955, -0.09036752076535064, 0.055643822155208994, 0.0050851136277532075]","[0.04354872990508752, 0.06264914777031905, 0.024604423468758845, -0.051271952298502364, 0.057772684544509276, 0.060492169444523285, -0.06013335436279099, 0.07462195790051163, 0.011810003656167236, 0.07056059723197122, 0.03926198873805109, 0.018054735214093384, -0.07971868751945348, 0.03539615275484698, 0.06358614434008955, -0.09036752076535065, 0.055643822155208994, 0.005085113627753211]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[0.05281694665506102, 0.08624908614359583, 0.018793955642678963]","[-0.05434951884981094, -0.01341533276116716, 0.05749265916761858]","[-0.054349518849810936, -0.013415332761167173, 0.05749265916761858]","[2.168404344971009e-19, 0.0, 1.734723475976807e-18]","[0.0011047393401199205, 0.07279750133320187, 0.048894986849528796]","[0.0011047393401199203, 0.07279750133320187, 0.048894986849528796]","[[-0.99778698  0.03481649  0.05664766 -0.00420205]
 [-0.04298675 -0.9877379  -0.15008661  0.07929082]
 [ 0.05072755 -0.15218956  0.98704866 -0.03723875]
 [ 0.          0.          0.          1.        ]]",CubeB,normal,[-1.42624423  0.04344081 -1.52865282],"[-0.04613168770530057, 0.01245558889100016, 0.007135596721149906, 0.053591298514892034, 0.012605589845753079, 0.02605583713740013, 0.05359117238163612, 0.01260558984626968, -0.026216294299909224, -0.07420434652289964, 0.03470887875654059, 0.013153529704324119, 0.08181359051301404, 0.03485888101084196, 0.03132763635717108, 0.08181358266731359, 0.03485888101087409, -0.03148746023633051]","[0.04696088269935893, 0.05780253749611533, 0.051455498804052625, -0.051588085018705564, 0.05824691691127326, 0.0757572573208169, -0.05423959638605563, 0.06620218529566091, 0.024162113000673453, 0.07432009451901087, 0.03392886183610493, 0.05246532027694179, -0.08043709168433377, 0.03644678621033076, 0.07921958546058443, -0.08362353988172792, 0.046006587960469164, 0.017218028234702008]","[0.04696088269935893, 0.05780253749611532, 0.05145549880405263, -0.05158808501870557, 0.05824691691127327, 0.07575725732081691, -0.05423959638605564, 0.06620218529566091, 0.024162113000673457, 0.07432009451901088, 0.033928861836104926, 0.0524653202769418, -0.08043709168433377, 0.03644678621033077, 0.07921958546058443, -0.08362353988172791, 0.046006587960469164, 0.01721802823470201]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[0.03356376624717391, 0.08017522138842523, 0.027747235220733208]","[-0.032327237633776325, -0.01071794611408603, 0.05749920214942946]","[-0.032327237633776325, -0.010717946114086038, 0.05749920214942947]","[2.168404344971009e-19, 0.0, -1.734723475976807e-18]","[0.0023784121859660584, 0.07286532187519681, 0.045929553295909024]","[0.0023784121859660584, 0.07286532187519681, 0.04592955329590903]","[[-9.99231135e-01  8.03046844e-03 -3.83751327e-02  3.55399354e-03]
 [-9.99999833e-04 -9.83700323e-01 -1.79812888e-01  7.99387447e-02]
 [-3.91936122e-02 -1.79636261e-01  9.82952020e-01 -3.19640747e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeB,normal,[-1.39161321e+00  1.49842844e-03 -1.61116589e+00],"[-0.04941162290605128, 0.01188617525067439, 0.007201948174066764, 0.05031136331414133, 0.012036176205427393, 0.026122188590316987, 0.05031123718088542, 0.012036176205943966, -0.026149942846992374, -0.07748428172365036, 0.03413946511621479, 0.013219881157240983, 0.07853365531226333, 0.03428946737051629, 0.03139398781008795, 0.07853364746656288, 0.0342894673705484, -0.03142110878341367]","[0.051457887678049874, 0.059482357923578, 0.0527676128959063, -0.04893012757504211, 0.05673686298870083, 0.06751144650441511, -0.046881267891590334, 0.06612683220912231, 0.01613045413318586, 0.07925084458776885, 0.03628531391646994, 0.05575881597591601, -0.07735959457668756, 0.03412592520860364, 0.06760890945116405, -0.07489763620232487, 0.0454097942174854, 0.005864683638507647]","[0.051457887678049874, 0.059482357923577985, 0.0527676128959063, -0.04893012757504211, 0.05673686298870082, 0.06751144650441512, -0.046881267891590334, 0.0661268322091223, 0.01613045413318586, 0.07925084458776886, 0.03628531391646995, 0.05575881597591602, -0.07735959457668756, 0.034125925208603636, 0.06760890945116405, -0.07489763620232487, 0.0454097942174854, 0.0058646836385076485]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[-0.025953655878369463, 0.09237871561915174, 0.011118045663097558]","[0.02349326150791263, -0.021969296140049298, 0.057444855277286]","[0.02349326150791263, -0.021969296140049305, 0.057444855277286024]","[0.0, 0.0, -1.734723475976807e-18]","[0.0005019036089857157, 0.0718432994586152, 0.058719477287351]","[0.0005019036089857183, 0.07184329945861519, 0.05871947728735102]","[[-0.95943451  0.03772232  0.27939659 -0.01863457]
 [-0.05397376 -0.99725438 -0.05070047  0.07465024]
 [ 0.27671693 -0.06372387  0.95883628 -0.05186312]
 [ 0.          0.          0.          1.        ]]",CubeB,normal,[-1.52914937  0.05446971 -1.29365706],"[-0.04547338658173951, 0.0126018923502128, 0.006589966622527196, 0.05424959963845309, 0.012751893304965796, 0.025510207038777405, 0.054249473505197224, 0.012751893305482397, -0.026761924398531964, -0.0735460453993386, 0.034855182215753205, 0.012607899605701425, 0.08247189163657509, 0.035005184470054705, 0.030782006258548378, 0.08247188379087471, 0.035005184470086825, -0.03203309033495327]","[0.045274023676795616, 0.05714070735302, 0.051694145400898645, -0.045176195704533746, 0.059547229683879016, 0.0976902152602717, -0.0596406584757817, 0.06287820734678813, 0.047569764049576906, 0.07267207147501681, 0.03350606482649012, 0.048492700444539835, -0.0719959342078425, 0.03808370851269316, 0.10950196728388177, -0.08937792742981915, 0.04208652916167281, 0.049272571649073484]","[0.04527402367679562, 0.05714070735301999, 0.05169414540089866, -0.04517619570453374, 0.059547229683879016, 0.09769021526027173, -0.05964065847578169, 0.06287820734678812, 0.04756976404957691, 0.07267207147501684, 0.033506064826490115, 0.048492700444539835, -0.07199593420784252, 0.038083708512693146, 0.1095019672838818, -0.08937792742981918, 0.0420865291616728, 0.0492725716490735]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[0.04465685105922262, 0.09317920098805739, 0.03818700861728832]","[-0.046579502192896687, -0.02279142511198777, 0.05748758107070789]","[-0.046579502192896687, -0.022791425111987743, 0.057487581070707866]","[0.0, 0.0, 0.0]","[-0.00042978593015283346, 0.07530325576685794, 0.03793041505461819]","[-0.00042978593015283336, 0.07530325576685797, 0.03793041505461818]","[[-0.99028184  0.03735513  0.13396446 -0.0083199 ]
 [-0.06994285 -0.96634272 -0.24756767  0.08212904]
 [ 0.12020766 -0.25453162  0.95956437 -0.01717795]
 [ 0.          0.          0.          1.        ]]",CubeB,normal,[-1.3298647   0.07021978 -1.45232506],"[-0.04473606721696666, 0.012769673673056571, 0.006977353841501145, 0.05498691900322595, 0.012919674627809553, 0.025897594257751365, 0.05498679286997006, 0.012919674628326175, -0.02637453717955799, -0.07280872603456573, 0.035022963538597, 0.012995286824675363, 0.08320921100134797, 0.035172965792898456, 0.031169393477522348, 0.08320920315564752, 0.03517296579293061, -0.03164570311597928]","[0.04381711293026995, 0.05951629562610446, 0.035471233658990506, -0.05267288277479219, 0.05828070931848378, 0.06694862290399252, -0.05895626837215133, 0.07158561505757413, 0.016790131362439203, 0.07078390025330132, 0.03543157884960018, 0.03197589396319106, -0.08154365385240533, 0.03648881136066484, 0.07027884228101954, -0.08909450173876969, 0.05247723955108837, 0.010003712913695416]","[0.04381711293026995, 0.05951629562610447, 0.0354712336589905, -0.05267288277479219, 0.058280709318483816, 0.0669486229039925, -0.058956268372151344, 0.07158561505757415, 0.016790131362439197, 0.07078390025330132, 0.035431578849600194, 0.03197589396319105, -0.08154365385240535, 0.03648881136066487, 0.07027884228101952, -0.0890945017387697, 0.05247723955108839, 0.010003712913695405]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[-0.05740434058312639, 0.09087743664828224, 0.03672727632532763]","[0.0583571247644796, -0.02355663822569993, 0.057497924970954184]","[0.0583571247644796, -0.023556638225699908, 0.05749792497095418]","[0.0, 0.0, 0.0]","[0.0014943007061447282, 0.07363585093085631, 0.04256142847791249]","[0.0014943007061447282, 0.07363585093085631, 0.04256142847791249]","[[-9.99363912e-01  1.11495029e-02  3.38741847e-02 -7.69386624e-04]
 [-1.79990280e-02 -9.77706193e-01 -2.09204770e-01  8.09251773e-02]
 [ 3.07864710e-02 -2.09681400e-01  9.77284965e-01 -2.62005801e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeB,normal,[-1.36471851  0.01813366 -1.54259634],"[-0.048448471512378286, 0.01202932219262539, 0.007186692323724191, 0.05127451470781431, 0.012179323147378372, 0.02610693273997442, 0.05127438857455842, 0.012179323147894952, -0.026165198697334933, -0.07652113032997737, 0.03428261205816582, 0.013204625306898405, 0.07949680670593633, 0.03443261431246726, 0.03137873195974538, 0.07949679886023589, 0.034432614312499374, -0.03143636463375624]","[0.04991669150479744, 0.05982761605016579, 0.04542713077889064, -0.0491630745383581, 0.05682559841416503, 0.06726425122355004, -0.050772222943986825, 0.06778609070055142, 0.016179478783379747, 0.07775622696671661, 0.03649559193926736, 0.045701933384524523, -0.07760565218668156, 0.034277684121146706, 0.06871681381182435, -0.079539499495659, 0.047448841419434146, 0.007328564039898677]","[0.04991669150479744, 0.05982761605016579, 0.04542713077889064, -0.049163074538358095, 0.05682559841416503, 0.06726425122355004, -0.050772222943986825, 0.06778609070055142, 0.016179478783379747, 0.07775622696671661, 0.03649559193926735, 0.04570193338452452, -0.07760565218668154, 0.03427768412114671, 0.06871681381182433, -0.079539499495659, 0.04744884141943415, 0.007328564039898672]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[0.018759208402856557, 0.044906076989928094, -0.0018726643308277485]","[-0.02305286862823922, 0.030511840055643762, 0.057534835638787384]","[-0.02305286862823922, 0.030511840055643766, 0.057534835638787384]","[8.673617379884035e-19, 0.0, 3.0357660829594124e-18]","[0.0005842438331361104, 0.07295792410316779, 0.0609388605714119]","[0.0005842438331361093, 0.07295792410316779, 0.0609388605714119]","[[-0.9937879   0.11023326  0.01530472 -0.00839443]
 [-0.1107722  -0.99301889 -0.04053401  0.07498341]
 [ 0.01072968 -0.04197755  0.99906094 -0.05782531]
 [ 0.          0.          0.          1.        ]]",CubeB,normal,[-1.53066005  0.11171064 -1.56310784],"[-0.03945287883882181, 0.014362338412180986, 0.007172805082502309, 0.0602701073813708, 0.014512339366933975, 0.02609304549875255, 0.06026998124811492, 0.014512339367450562, -0.02617908593855681, -0.06752553765642087, 0.0366156282777214, 0.013190738065676524, 0.0884923993794928, 0.03676563053202288, 0.03136484471852352, 0.08849239153379236, 0.03676563053205502, -0.0314502518749781]","[0.03827805152938828, 0.05404573442323266, 0.06691895162058915, -0.060639053576247284, 0.06409534551010423, 0.08734157664508431, -0.06119979125237321, 0.06628958755884641, 0.035118530007556936, 0.06377584478043377, 0.02860063838994841, 0.07159957417564995, -0.09109450728384631, 0.044887145182051155, 0.09213834430057243, -0.09176848511117526, 0.04752396810585612, 0.029382234806693136]","[0.03827805152938828, 0.05404573442323266, 0.06691895162058915, -0.06063905357624728, 0.06409534551010423, 0.08734157664508431, -0.061199791252373216, 0.06628958755884642, 0.03511853000755694, 0.06377584478043377, 0.02860063838994842, 0.07159957417564995, -0.0910945072838463, 0.044887145182051155, 0.09213834430057243, -0.09176848511117526, 0.047523968105856115, 0.029382234806693143]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[0.019899665278915603, 0.08569492673391593, 0.011562403339124679]","[-0.026428891222713344, -0.0114371511557493, 0.057486599560823116]","[-0.02642889122271334, -0.011437151155749309, 0.057486599560823116]","[0.0, 0.0, -1.734723475976807e-18]","[0.0009467413590862478, 0.07291591380762706, 0.05458117546933115]","[0.0009467413590862481, 0.07291591380762706, 0.05458117546933116]","[[-9.96175693e-01  8.73717182e-02 -4.13800357e-04 -5.40508223e-03]
 [-8.68902910e-02 -9.91161433e-01 -1.00245155e-01  7.78252027e-02]
 [-9.16873442e-03 -9.98258320e-02  9.94962682e-01 -4.70186605e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeB,normal,[-1.47380592  0.08755312 -1.58337277],"[-0.04160660259423773, 0.013633363129127898, 0.007298736749443425, 0.058116383625954886, 0.013783364083880874, 0.026218977165693668, 0.058116257492699, 0.013783364084397468, -0.026053154271615704, -0.06967926141183681, 0.03588665299466834, 0.01331666973261763, 0.0863386756240769, 0.036036655248969755, 0.031490776385464624, 0.08633866777837647, 0.036036655249001896, -0.03132432020803699]","[0.041142700469398275, 0.05503920724883864, 0.06049368437809945, -0.058385422738271686, 0.061714771993496356, 0.07926231524096779, -0.05790602779654451, 0.06693286998217546, 0.0272534952304576, 0.06711922916370505, 0.029929102977069806, 0.06426213509076861, -0.08848171470457847, 0.04159773643412521, 0.08226509570261954, -0.08790577195044552, 0.047868305026438386, 0.019766418760430945]","[0.041142700469398275, 0.05503920724883864, 0.06049368437809945, -0.058385422738271686, 0.06171477199349635, 0.07926231524096779, -0.05790602779654451, 0.06693286998217546, 0.0272534952304576, 0.06711922916370505, 0.0299291029770698, 0.0642621350907686, -0.08848171470457847, 0.041597736434125204, 0.08226509570261956, -0.08790577195044554, 0.047868305026438365, 0.019766418760430948]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
"[0.03215973653823959, 0.07925154134460397, 0.029035652467153936]","[-0.022750863081801024, -0.013003246606807949, 0.057469937377718605]","[-0.022750863081801027, -0.013003246606807933, 0.05746993737771861]","[0.0, 0.0, 0.0]","[0.003237672980469374, 0.0725555301228625, 0.04472567232396723]","[0.0032376729804693733, 0.0725555301228625, 0.044725672323967236]","[[-0.99675949 -0.07671583 -0.02419098  0.0098753 ]
 [ 0.07991469 -0.97871327 -0.1890343   0.07920701]
 [-0.00917411 -0.19035495  0.98167246 -0.03006495]
 [ 0.          0.          0.          1.        ]]",CubeB,normal,[-1.38377255 -0.08534418 -1.58073373],"[-0.057417010111742675, 0.01144902783444919, 0.007088021831819816, 0.042305976108449925, 0.01159902878920209, 0.026008262248070062, 0.04230584997519404, 0.011599028789718704, -0.02626386918923931, -0.08548966892934176, 0.03370231769998963, 0.013105954814994044, 0.07052826810657195, 0.03385231995429098, 0.03128006146784104, 0.0705282602608715, 0.033852319954323126, -0.031535035125660596]","[0.06131854187732083, 0.06440576834489613, 0.05090850283785473, -0.03824287987695968, 0.05300706696932009, 0.0670412299348021, -0.037763203992314566, 0.06295733566312682, 0.015727120871290193, 0.09102338659894461, 0.043634252237423024, 0.05328861186482588, -0.06464371630674445, 0.02805886576896105, 0.06732704979628214, -0.06406743602925288, 0.0400160310043103, 0.005663199278922034]","[0.06131854187732083, 0.06440576834489613, 0.05090850283785473, -0.03824287987695968, 0.053007066969320095, 0.06704122993480212, -0.03776320399231457, 0.06295733566312682, 0.015727120871290197, 0.09102338659894463, 0.04363425223742304, 0.053288611864825884, -0.06464371630674445, 0.028058865768961043, 0.06732704979628214, -0.06406743602925288, 0.04001603100431031, 0.005663199278922032]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeB.txt,0
