local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[0.04767336972903511, 0.08180424993735605, 0.00485573887459358]","[-0.041626992106826244, -0.012501596448619255, 0.0478948059419471]","[-0.041626992106826244, -0.012501596448619257, 0.0478948059419471]","[0.0, 0.0, 1.734723475976807e-18]","[0.0015847063422333454, 0.07187608606229656, 0.04908623381956648]","[0.0015847063422333447, 0.07187608606229656, 0.04908623381956647]","[[-9.89312582e-01 -6.02256858e-02  1.32791119e-01 -6.21659420e-04]
 [ 3.99893342e-02 -9.87860947e-01 -1.50105306e-01  7.83083112e-02]
 [ 1.40219356e-01 -1.43190839e-01  9.79711649e-01 -3.80205645e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeS,normal,[-1.42347103 -0.04273998 -1.4398035 ],"[-0.0546791107631976, 0.011449705345525973, 0.007493713973906189, 0.045043875456994995, 0.011599706300278893, 0.02641395439015642, 0.04504374932373909, 0.011599706300795515, -0.025858177047152934, -0.08275176958079666, 0.03370299521106639, 0.01351164695708042, 0.073266167455117, 0.033852997465367796, 0.031685753609927404, 0.07326615960941656, 0.03385299746539995, -0.031129342983574216]","[0.05718806844628321, 0.06278542504923093, 0.04744835087272481, -0.03881015420938071, 0.053922154633042146, 0.07920454181009864, -0.04613959400646013, 0.061407052587044646, 0.027992908952959517, 0.08669442796270095, 0.04163125130657814, 0.04627605326860451, -0.06510172019807732, 0.02948441710845273, 0.08477671758445728, -0.0739096047981192, 0.03847896396549454, 0.023236034652271476]","[0.05718806844628321, 0.06278542504923093, 0.0474483508727248, -0.03881015420938072, 0.05392215463304215, 0.07920454181009866, -0.04613959400646013, 0.06140705258704464, 0.027992908952959514, 0.08669442796270095, 0.04163125130657814, 0.04627605326860452, -0.06510172019807732, 0.029484417108452718, 0.08477671758445726, -0.07390960479811921, 0.03847896396549455, 0.023236034652271476]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[0.055371512185508204, 0.09637316446109812, 0.01236905651002814]","[-0.046245436230981436, -0.028755851775094914, 0.04790562553549016]","[-0.04624543623098144, -0.028755851775094904, 0.04790562553549016]","[0.0, 0.0, 0.0]","[0.0011175053397494512, 0.07250960446594029, 0.044931758193705824]","[0.001117505339749451, 0.0725096044659403, 0.04493175819370583]","[[-9.82471445e-01 -8.23722691e-02  1.67226401e-01 -4.43078472e-04]
 [ 4.99791693e-02 -9.80626469e-01 -1.89403830e-01  7.95592325e-02]
 [ 1.79588258e-01 -1.77726018e-01  9.67554402e-01 -3.07877680e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeS,normal,[-1.38147908 -0.05916048 -1.39479628],"[-0.056234847379414234, 0.01143270914802641, 0.007715094347767291, 0.04348813884077839, 0.011582710102779364, 0.02663533476401752, 0.0434880127075225, 0.011582710103295965, -0.02563679667329183, -0.08430750619701331, 0.03368599901356682, 0.013733027330941507, 0.0717104308389004, 0.033836001267868274, 0.0319071339837885, 0.07171042299319996, 0.03383600126790039, -0.030907962609713114]","[0.05832357476284128, 0.06455940624860247, 0.04082718166137446, -0.036246061657417505, 0.05283528370517515, 0.07578144887289849, -0.04563339877612904, 0.06212541184573135, 0.02520529692391209, 0.08809711147864685, 0.04398010652435691, 0.03774051118798276, -0.061914703410615016, 0.027751447251672078, 0.08138685515959879, -0.07319554949293297, 0.03891532485986624, 0.020609830648133]","[0.05832357476284128, 0.06455940624860247, 0.04082718166137446, -0.036246061657417505, 0.05283528370517516, 0.0757814488728985, -0.04563339877612904, 0.062125411845731345, 0.02520529692391209, 0.08809711147864684, 0.043980106524356924, 0.03774051118798276, -0.06191470341061501, 0.027751447251672078, 0.0813868551595988, -0.07319554949293297, 0.03891532485986624, 0.020609830648133]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[-0.0037170672233760417, 0.07311361126374794, -0.01766640917552161]","[-0.0049729645791225675, 0.0009089645790512932, 0.04795333441087261]","[-0.004972964579122564, 0.0009089645790513051, 0.0479533344108726]","[0.0, 0.0, 7.589415207398531e-19]","[1.4765719357488424e-05, 0.07393705569797938, 0.06566037278327301]","[1.4765719357489398e-05, 0.07393705569797938, 0.065660372783273]","[[-0.97718667  0.1532838  -0.1470044  -0.00166656]
 [-0.15339201 -0.98810783 -0.01066835  0.07376054]
 [-0.14689148  0.01212433  0.9890783  -0.06583752]
 [ 0.          0.          0.          1.        ]]",CubeS,normal,[-1.56586048  0.15443944 -1.72180581],"[-0.03559093117782647, 0.01597666885267733, 0.008246069816561213, 0.06413205504236613, 0.016126669807430258, 0.027166310232811457, 0.06413192890911025, 0.016126669807946845, -0.025105821204497905, -0.06366358999542554, 0.038229958718217785, 0.014264002799735435, 0.09235434704048814, 0.038379960972519125, 0.03243810945258245, 0.09235433919478775, 0.038379960972551294, -0.030376987140919187]","[0.031131778392586813, 0.05279484907718782, 0.07887796025793475, -0.06911842530588667, 0.06816194546069412, 0.08293024177856712, -0.06143997123805214, 0.06752816148905427, 0.031229029162026842, 0.05426654635223267, 0.026576078792809855, 0.08871956564259766, -0.10088473225544743, 0.0505632314805654, 0.0837582570869838, -0.09165772200855385, 0.04980163923900782, 0.02162920897571524]","[0.031131778392586813, 0.05279484907718783, 0.07887796025793474, -0.06911842530588669, 0.06816194546069411, 0.0829302417785671, -0.061439971238052137, 0.06752816148905427, 0.031229029162026835, 0.05426654635223268, 0.02657607879280985, 0.08871956564259766, -0.10088473225544743, 0.05056323148056541, 0.08375825708698378, -0.09165772200855385, 0.049801639239007815, 0.021629208975715235]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[-0.002525412122079247, 0.0784577448886615, 0.03584415383375342]","[0.011083680024245212, -0.010070500670293128, 0.04790643728693671]","[0.011083680024245212, -0.010070500670293123, 0.0479064372869367]","[0.0, 0.0, 0.0]","[0.0024009954786889287, 0.07484554440626612, 0.03523066981129519]","[0.0024009954786889287, 0.07484554440626613, 0.03523066981129519]","[[-0.99736998 -0.06886996  0.02258422  0.00675363]
 [ 0.05996401 -0.95910608 -0.27662221  0.08138643]
 [ 0.04071162 -0.27454045  0.96071333 -0.01339619]
 [ 0.          0.          0.          1.        ]]",CubeS,normal,[-1.29508507 -0.06614164 -1.53193599],"[-0.05606731857748612, 0.011429493859964238, 0.007232665888924454, 0.043655667642706474, 0.011579494814717275, 0.026152906305174674, 0.043655541509450585, 0.011579494815233848, -0.02611922513213468, -0.08413997739508519, 0.03368278372550468, 0.013250598872098661, 0.07187795964082846, 0.03383278597980617, 0.03142470552494565, 0.07187795179512806, 0.03383278597983827, -0.03139039106855597]","[0.059300667815554944, 0.06575914195645355, 0.03775130003058905, -0.03938077690038391, 0.05355298594446943, 0.05813889926527253, -0.04150873426317776, 0.06790380889276068, 0.00792036281523066, 0.08887889126789794, 0.04469707320065576, 0.03674305529423978, -0.06597982379197415, 0.028818728897460767, 0.057685210924504224, -0.06853712032492423, 0.04606401405263871, -0.0026620900458802096]","[0.05930066781555494, 0.06575914195645358, 0.037751300030589054, -0.03938077690038391, 0.05355298594446944, 0.05813889926527252, -0.04150873426317777, 0.0679038088927607, 0.007920362815230658, 0.08887889126789794, 0.04469707320065576, 0.03674305529423978, -0.06597982379197413, 0.02881872889746078, 0.05768521092450422, -0.06853712032492425, 0.04606401405263872, -0.002662090045880203]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[-0.04722627564320616, 0.08240698078383724, 0.005625808263728658]","[0.039188393068918116, -0.013396365092823152, 0.047891133793035175]","[0.039188393068918116, -0.013396365092823145, 0.047891133793035175]","[0.0, 0.0, -1.734723475976807e-18]","[0.0011886090249898368, 0.07378380191158165, 0.05080938761252107]","[0.0011886090249898372, 0.07378380191158165, 0.05080938761252107]","[[-0.99168383  0.11160275 -0.06409373 -0.00379919]
 [-0.10182322 -0.9849585  -0.13960223  0.07988811]
 [-0.07870966 -0.13191505  0.98813117 -0.04037959]
 [ 0.          0.          0.          1.        ]]",CubeS,normal,[-1.43081524  0.10235373 -1.6578195 ],"[-0.039803790199006345, 0.014238850299488702, 0.007714966765740655, 0.059919196021186255, 0.014388851254241608, 0.02663520718199087, 0.05991906988793037, 0.014388851254758195, -0.02563692425531848, -0.06787644901660539, 0.036492140165029135, 0.013732899748914871, 0.08814148801930828, 0.03664214241933048, 0.03190700640176187, 0.08814148017360786, 0.03664214241936262, -0.03090809019173977]","[0.03860429613426809, 0.054299192794429796, 0.058996184907351173, -0.061793856126354255, 0.06278494273433012, 0.07127930539761072, -0.05767940941896121, 0.0696804093500353, 0.019627591065374157, 0.06370392680785848, 0.02845378406437315, 0.06363536457025872, -0.0924622901428093, 0.04332063007164925, 0.07157305336238097, -0.08751812755045968, 0.05160688563671376, 0.009503498949433475]","[0.038604296134268086, 0.05429919279442979, 0.058996184907351173, -0.06179385612635424, 0.06278494273433012, 0.07127930539761071, -0.0576794094189612, 0.0696804093500353, 0.019627591065374154, 0.06370392680785847, 0.028453784064373155, 0.06363536457025873, -0.0924622901428093, 0.04332063007164925, 0.07157305336238098, -0.08751812755045967, 0.051606885636713756, 0.009503498949433475]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[0.008193386559027935, 0.0560019041391131, -0.015021474716386572]","[-0.021003700789781986, 0.024508108020895168, 0.04786294996099716]","[-0.021003700789781986, 0.024508108020895182, 0.04786294996099717]","[0.0, 0.0, -5.854691731421724e-18]","[-0.0011552731788457733, 0.07691627594158015, 0.06484568854279911]","[-0.0011552731788457761, 0.07691627594158015, 0.06484568854279912]","[[-0.9627693   0.24518154 -0.11384768 -0.01258818]
 [-0.24449611 -0.9694406  -0.02016371  0.07559083]
 [-0.11531233  0.00842231  0.99329358 -0.06519184]
 [ 0.          0.          0.          1.        ]]",CubeS,normal,[-1.55858287  0.24775934 -1.69453859],"[-0.02780250916094664, 0.020546067555972714, 0.008501067891799196, 0.07192047705924598, 0.020696068510725613, 0.02742130830804943, 0.07192035092599006, 0.02069606851124222, -0.024850823129259923, -0.055875167978545685, 0.042799357421513154, 0.01451900087497342, 0.100142769057368, 0.04294935967581451, 0.03269310752782041, 0.10014276121166756, 0.04294935967584662, -0.030121989065681202]","[0.019608417366234216, 0.05025302045715053, 0.076040710868828, -0.07862022354028858, 0.0747171912992216, 0.08347780902840729, -0.07259248072543623, 0.07427690808147724, 0.03155625095989953, 0.04050112656434926, 0.021847564902843668, 0.0847655832137027, -0.11184052638523592, 0.060107933229152005, 0.08505250196709521, -0.10459716355490983, 0.05957888285333116, 0.022658670856487047]","[0.019608417366234213, 0.05025302045715052, 0.07604071086882801, -0.0786202235402886, 0.07471719129922161, 0.08347780902840729, -0.07259248072543623, 0.07427690808147724, 0.03155625095989954, 0.04050112656434926, 0.021847564902843675, 0.08476558321370271, -0.11184052638523594, 0.06010793322915199, 0.08505250196709521, -0.10459716355490985, 0.059578882853331155, 0.02265867085648706]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[0.04435562741124829, 0.09326861679025891, 0.018420007449660908]","[-0.05336790843095754, -0.015391553040732326, 0.047918641014220935]","[-0.053367908430957546, -0.015391553040732323, 0.04791864101422093]","[0.0, 0.0, 0.0]","[0.0006853802055809995, 0.07449987302079661, 0.04604067837909165]","[0.0006853802055809997, 0.07449987302079661, 0.04604067837909165]","[[-0.99445044  0.10474945  0.00979136 -0.00757304]
 [-0.10480717 -0.97828314 -0.17882267  0.08118692]
 [-0.00915286 -0.17885649  0.9838326  -0.03196526]
 [ 0.          0.          0.          1.        ]]",CubeS,normal,[-1.39328996  0.10594148 -1.58409063],"[-0.03997915640269039, 0.014174202810324062, 0.007398710476436875, 0.05974382981750222, 0.01432420376507703, 0.026318950892687112, 0.05974370368424634, 0.014324203765593652, -0.02595318054462227, -0.06805181522028944, 0.03642749267586449, 0.013416643459611098, 0.08796612181562424, 0.03657749493016591, 0.031590750112458085, 0.0879661139699238, 0.03657749493019807, -0.03122434648104356]","[0.03888939258768366, 0.05512238742835778, 0.050393651927838214, -0.060469070585816714, 0.06203756398169381, 0.06995760110494004, -0.05999050589567008, 0.07138676055526981, 0.018530572955520044, 0.06441887499325172, 0.029335427201241774, 0.05206002843631132, -0.0909152978116309, 0.042280918330363, 0.07144111067380247, -0.0903403525177029, 0.05351580500326948, 0.009641570874488916]","[0.038889392587683674, 0.05512238742835779, 0.050393651927838214, -0.060469070585816714, 0.0620375639816938, 0.06995760110494004, -0.059990505895670086, 0.07138676055526981, 0.018530572955520044, 0.06441887499325172, 0.02933542720124177, 0.052060028436311315, -0.09091529781163091, 0.04228091833036301, 0.07144111067380247, -0.0903403525177029, 0.05351580500326948, 0.009641570874488916]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[-0.028753480285356722, 0.1107380297676776, 0.022397225946852006]","[0.031824333584101576, -0.03997281011103211, 0.04787513864686941]","[0.031824333584101576, -0.039972810111032125, 0.04787513864686942]","[0.0, 0.0, 1.734723475976807e-18]","[0.0008773361505394258, 0.07242635079413298, 0.047728260725833194]","[0.0008773361505394266, 0.07242635079413298, 0.0477282607258332]","[[-0.99008674 -0.01660374  0.13947246 -0.00458559]
 [-0.00599996 -0.98708233 -0.16010143  0.0791374 ]
 [ 0.14032908 -0.15935113  0.97719751 -0.03522183]
 [ 0.          0.          0.          1.        ]]",CubeS,normal,[-1.41793958  0.00656811 -1.4308022 ],"[-0.05035413183261751, 0.011765196165028816, 0.007219168650663776, 0.04936885438757509, 0.011915197119781736, 0.026139409066913998, 0.049368728254319184, 0.011915197120298357, -0.026132722370395343, -0.07842679065021659, 0.03401848603056924, 0.013237101633838008, 0.0775911463856971, 0.034168488284870624, 0.03141120828668499, 0.07759113853999666, 0.03416848828490279, -0.031403888306816626]","[0.051674762847966994, 0.06049881754969702, 0.04587617513188568, -0.044405483404622664, 0.055680018345946596, 0.07824958138831047, -0.051740658630008624, 0.06400964375981884, 0.02716936731384998, 0.0801801021182118, 0.038040134861505814, 0.0442787380224997, -0.07174173265430185, 0.032405525107592266, 0.08377461910549168, -0.0805565095942573, 0.0424151819909112, 0.022391862270790486]","[0.051674762847966994, 0.06049881754969703, 0.04587617513188569, -0.044405483404622664, 0.055680018345946596, 0.07824958138831048, -0.051740658630008624, 0.06400964375981882, 0.02716936731384998, 0.0801801021182118, 0.03804013486150583, 0.04427873802249971, -0.07174173265430185, 0.032405525107592266, 0.08377461910549168, -0.08055650959425728, 0.04241518199091119, 0.022391862270790482]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[-0.05452981380064771, 0.06582003639077944, -0.02607267105475946]","[0.059835020536890285, 0.005249541762976898, 0.04791682613595385]","[0.059835020536890285, 0.0052495417629769, 0.04791682613595384]","[4.336808689942018e-19, 0.0, 6.613633252161577e-18]","[0.00203532491705295, 0.07105548053537225, 0.06564633735551206]","[0.0020353249170529508, 0.07105548053537226, 0.06564633735551205]","[[-9.88889766e-01  1.18374523e-04 -1.48650653e-01  1.17626717e-02]
 [-4.11141852e-16 -9.99999683e-01 -7.96326711e-04  7.11077339e-02]
 [-1.48650700e-01 -7.87479335e-04  9.88889452e-01 -6.45584634e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeS,normal,[-1.57423697 -0.0030139  -1.72123317],"[-0.04983914064382965, 0.011828962801760753, 0.007188648162611872, 0.04988384557636297, 0.011978963756513764, 0.026108888578862087, 0.04988371944310707, 0.01197896375703035, -0.02616324285844726, -0.07791179946142873, 0.03408225266730118, 0.013206581145786092, 0.07810613757448498, 0.034232254921602666, 0.03138068779863306, 0.07810612972878453, 0.03423225492163477, -0.031434408794868564]","[0.050252143462828344, 0.05921496088781679, 0.08015431679050981, -0.05117540403292615, 0.059061865343235556, 0.0840403364917667, -0.04340499035820744, 0.059103028551072474, 0.03234899580563901, 0.07711833851995874, 0.03695361599262229, 0.09026068542263899, -0.07986779640877437, 0.036807770601373684, 0.08504058010692532, -0.07053028055400413, 0.03685723619088364, 0.02292339479667185]","[0.05025214346282835, 0.059214960887816796, 0.0801543167905098, -0.05117540403292615, 0.059061865343235556, 0.08404033649176669, -0.04340499035820744, 0.05910302855107248, 0.032348995805639005, 0.07711833851995874, 0.0369536159926223, 0.09026068542263899, -0.07986779640877438, 0.03680777060137369, 0.08504058010692532, -0.07053028055400412, 0.036857236190883644, 0.02292339479667184]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
"[0.009936050549426294, 0.14823758835361012, 0.051754773306750906]","[-0.0398738127661855, -0.07321191389838738, 0.04799785670451859]","[-0.0398738127661855, -0.07321191389838738, 0.04799785670451858]","[0.0, 0.0, 0.0]","[0.000994734024954133, 0.07838305579689835, 0.03797831042167087]","[0.0009947340249541361, 0.07838305579689836, 0.03797831042167087]","[[-0.97859071  0.19367159 -0.06965292 -0.01156183]
 [-0.16918235 -0.94966827 -0.26364277  0.0846189 ]
 [-0.11720729 -0.24621432  0.96210236 -0.0171234 ]
 [ 0.          0.          0.          1.        ]]",CubeS,normal,[-1.3023969   0.17076523 -1.69032441],"[-0.03315761512078747, 0.01720962521981853, 0.008695003123687286, 0.06656537109940511, 0.0173596261745715, 0.027615243539937502, 0.06656524496614925, 0.017359626175088128, -0.024656887897371853, -0.06123027393838655, 0.03946291508535894, 0.014712936106861502, 0.09478766309752713, 0.03961291733966041, 0.032887042759708496, 0.09478765525182672, 0.03961291733969258, -0.029928053833793135]","[0.02951178571567801, 0.05347709839114772, 0.0441161250651199, -0.07031917009001835, 0.06798972258184978, 0.05533378883207273, -0.06419237193765859, 0.08085984553912097, 0.005042656368384692, 0.0525132194854356, 0.02542527730017933, 0.0459944163989707, -0.1023200003125955, 0.051024341820264225, 0.05257311482029972, -0.09495760557072248, 0.06649031670168216, -0.007861437587103708]","[0.029511785715678005, 0.053477098391147726, 0.0441161250651199, -0.07031917009001833, 0.06798972258184979, 0.055333788832072725, -0.06419237193765859, 0.08085984553912097, 0.005042656368384697, 0.05251321948543561, 0.02542527730017933, 0.0459944163989707, -0.1023200003125955, 0.05102434182026423, 0.05257311482029971, -0.0949576055707225, 0.06649031670168216, -0.007861437587103701]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CubeS.txt,0
