obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[-0.027189898478642314, -0.004794715425631301, 0.052739999952448845]","[0.02717992554961608, 0.07480473832930562, -0.01253448714057014]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[-0.03617264593873418, 0.006827682141753934, 0.052599722657318375]","[0.036162551084859704, 0.06318245615356968, -0.012691172771175062]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[0.04750548298712305, 0.009192517017397362, 0.05274453054240429]","[-0.04751543749460393, 0.060817506713353314, -0.01248161302933008]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[-0.01606279654718265, 0.004486567133865661, 0.052599722657318375]","[0.016052709554087066, 0.06552357041916491, -0.012673294469133175]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[-0.02978782087353136, -0.0026389819140313665, 0.052599722657318375]","[0.02977773404723631, 0.07264911720777717, -0.01267854980937336]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[0.02073719662238292, 0.022189619045061098, 0.052599722657318375]","[-0.02074728317351879, 0.04782052412104368, -0.012658087060245985]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[0.028569574153979184, -0.00822898725449175, 0.052599722657318375]","[-0.028579638932177142, 0.07823912077582484, -0.012627626787789812]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[-0.01366701096550258, 0.021420041799950027, 0.05259972265731838]","[0.01365691399390454, 0.0485901011221463, -0.01268487121498788]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[-0.012030067093084806, 0.006805760766881782, 0.052599722657318375]","[0.012019979907954644, 0.06320437752149127, -0.012671929934203475]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[0.043733482987123054, 0.005897517017397358, 0.05274453054240429]","[-0.04374343660110617, 0.0641125056686137, -0.012481992878003055]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[-0.02141614981392954, 0.022152211235808305, 0.052599722657318375]","[0.0214060499210311, 0.04785793191843564, -0.012691625107131762]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[0.03764648298712305, 0.009463517017397362, 0.052744530542404286]","[-0.037656440792429885, 0.06054650679927878, -0.01248967981884139]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[0.03227205137524892, 0.017898156035017754, 0.052599722657318375]","[-0.032282131547677374, 0.05211198577040073, -0.01264548414176238]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
"[0.029743943774261254, 0.013438300718138589, 0.052739999952448845]","[-0.029753910213594706, 0.05657172796664473, -0.012503668634408337]","[-1.57, 0.0, -1.57]",CubeM,normal,TRUE,TRUE,easy
