local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[0.09972145374464679, 0.13221145750294425, 0.04416166876691434]","[-0.0334301300129664, -0.08291940098701504, 0.05266211197663243]","[-0.03343013001296641, -0.08291940098701504, 0.05266211197663245]","[0.0, 1.0191500421363742e-17, 0.0]","[-0.051150721660280424, 0.022631723314991036, 0.1865255932197587]","[-0.051150721660280424, 0.022631723314991033, 0.18652559321975873]","[[-0.24740285 -0.96881455 -0.01379101  0.01184349]
 [-0.003       0.01499937 -0.999883    0.18601086]
 [ 0.96890806 -0.24733253 -0.00661733  0.05639221]
 [ 0.          0.          0.          1.        ]]",CubeM,top,[ 0.01565293  0.00379362 -0.259477  ],"[-0.06670136594213122, 0.04180514357829465, 0.05082360439321644, 0.033021620278061395, 0.041955144533047606, 0.06974384480946667, 0.03302149414480549, 0.041955144533564276, 0.017471713372157312, -0.0947740247597303, 0.06405843344383506, 0.056841537376390694, 0.061243912276183414, 0.06420843569813646, 0.07501564402923769, 0.06124390443048297, 0.06420843569816873, 0.012200547435736064]","[0.014469370875676383, 0.07530969768844095, 0.14530890384338205, 0.008129143744087934, -0.025980723677875676, 0.14365843793287206, -0.04251771459723005, -0.013052003093373937, 0.14400434141305868, 0.02717869057234143, 0.10135225286994423, 0.12340554536151031, 0.0061879973747316986, -0.054292992985939786, 0.12098365110433829, -0.0546740541643498, -0.03875676878101595, 0.121399319192513]","[0.014469370875676377, 0.07530969768844095, 0.14530890384338208, 0.008129143744087935, -0.02598072367787568, 0.14365843793287209, -0.04251771459723005, -0.01305200309337393, 0.14400434141305868, 0.027178690572341416, 0.10135225286994422, 0.1234055453615103, 0.006187997374731691, -0.05429299298593979, 0.1209836511043383, -0.0546740541643498, -0.03875676878101595, 0.121399319192513]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[0.07012429285192823, 0.14048263964706656, 0.07087897065192195]","[0.01520239880834351, -0.04226003771948644, 0.053008486604820465]","[0.015202398808343518, -0.04226003771948644, 0.053008486604820465]","[0.0, 9.540979117872439e-18, 0.0]","[-0.05281565244561996, 0.0251096964484772, 0.1962267835944777]","[-0.05281565244561996, 0.0251096964484772, 0.1962267835944777]","[[-3.99893342e-02 -9.98440311e-01 -3.89589263e-02  3.06032552e-02]
 [-6.81155662e-16  3.89901143e-02 -9.99239596e-01  1.95098542e-01]
 [ 9.99200107e-01 -3.99589262e-02 -1.55918871e-03  5.40827166e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeM,top,[ 0.03940535 -0.00104879 -0.04271824],"[-0.056398872079170485, 0.05164835763952663, 0.0548894219367667, 0.04332411414102212, 0.05179835859427953, 0.07380966235301692, 0.043323988007766226, 0.05179835859479616, 0.02153753091570755, -0.08447153089676954, 0.07390164750506707, 0.06090735491994094, 0.07154640613914415, 0.07405164975936838, 0.0790814615727879, 0.07154639829344372, 0.07405164975940058, 0.016266364979286282]","[0.004285217151479879, 0.0812410568512402, 0.14672935608752924, 0.019202467571400057, -0.01907657648855864, 0.1426648684963399, -0.033027846692171195, -0.016987712312074178, 0.14274637552696148, 0.011420943365110512, 0.10989711923452827, 0.12557728525727083, 0.023341459247864804, -0.04659784756722344, 0.11932076888988977, -0.03942339165453731, -0.044087815927716933, 0.11941870978486797]","[0.004285217151479873, 0.0812410568512402, 0.14672935608752924, 0.019202467571400057, -0.019076576488558643, 0.1426648684963399, -0.033027846692171195, -0.01698771231207418, 0.14274637552696146, 0.011420943365110507, 0.10989711923452826, 0.12557728525727083, 0.023341459247864797, -0.04659784756722343, 0.11932076888988977, -0.03942339165453731, -0.04408781592771694, 0.11941870978486796]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[0.11974582950793441, 0.13626800291478205, 0.028343245518746098]","[-0.03345673234972185, -0.0927328737599911, 0.052760110753903786]","[-0.033456732349721865, -0.09273287375999115, 0.05276011075390383]","[-3.469446951953614e-18, -4.119968255444917e-18, 0.0]","[-0.05120535355507357, 0.024568960743092366, 0.19289089943712795]","[-0.05120535355507357, 0.024568960743092366, 0.19289089943712798]","[[-0.10975635 -0.99327054 -0.03697544  0.02591574]
 [ 0.01999867  0.03498586 -0.99918769  0.19289869]
 [ 0.99375731 -0.11040665  0.01602417  0.05050736]
 [ 0.          0.          0.          1.        ]]",CubeM,top,[ 0.03558595 -0.02777842 -0.11274267],"[-0.06008189208114324, 0.04926217648448035, 0.05424670398400534, 0.039641094139049364, 0.04941217743923337, 0.07316694440025556, 0.039640968005793475, 0.04941217743974993, 0.020894812962946187, -0.08815455089874234, 0.0715154663500208, 0.06026463696717954, 0.06786338613717136, 0.07166546860432228, 0.07843874362002652, 0.06786337829147093, 0.07166546860435434, 0.015623647026524877]","[0.010282252033108383, 0.07998081661525197, 0.1467595514294909, 0.01814214856580122, -0.021154759995078296, 0.14322555248222993, -0.03380365049118181, -0.015383443824666238, 0.1423879397985042, 0.019788805525085218, 0.10797869212592848, 0.12565876926598074, 0.020728498104985824, -0.04899062239310779, 0.1200312824799602, -0.041694462663318214, -0.04205541025723408, 0.11902472319198573]","[0.010282252033108376, 0.07998081661525197, 0.1467595514294909, 0.018142148565801212, -0.021154759995078307, 0.14322555248222996, -0.033803650491181815, -0.015383443824666252, 0.14238793979850423, 0.01978880552508521, 0.1079786921259285, 0.12565876926598074, 0.02072849810498582, -0.0489906223931078, 0.12003128247996021, -0.04169446266331822, -0.0420554102572341, 0.11902472319198575]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[-0.0794919580577253, 0.1174158450746999, 0.09863613002290901]","[0.018309994239750188, 0.04280825993039316, 0.05266238617317828]","[0.01830999423975017, 0.04280825993039315, 0.05266238617317828]","[-2.168404344971009e-18, 1.0408340855860843e-17, 0.0]","[-0.06151375317778554, -0.0025336785244881675, 0.1989730699311613]","[-0.061513753177785534, -0.002533678524488161, 0.19897306993116132]","[[-0.01973358 -0.9727318   0.23109183 -0.04965953]
 [-0.16227917 -0.22495566 -0.96076034  0.18061307]
 [ 0.98654754 -0.05646063 -0.15341492  0.09106863]
 [ 0.          0.          0.          1.        ]]",CubeM,top,[-0.23433367  0.16396342 -0.02236267],"[-0.06444874936290274, 0.041588030347527796, 0.05122354066655517, 0.03527423685728986, 0.04173803130228053, 0.07014378108280536, 0.03527411072403395, 0.04173803130279715, 0.017871649645496, -0.09252140818050174, 0.06384132021306829, 0.05724147364972942, 0.0634965288554119, 0.06399132246736934, 0.07541558030257636, 0.06349652100971148, 0.06399132246740152, 0.012600483709074732]","[-0.016456361148406883, 0.047910093103501694, 0.1362649045258373, 0.0002171218102330918, -0.05019561885453587, 0.15626331010234173, -0.051351818618876166, -0.04724417851149111, 0.16428260607740616, -0.013576655367270134, 0.0698714812546869, 0.1074742233007233, 0.0012498299142370633, -0.08295199250750415, 0.14059639913054797, -0.060720249236191605, -0.07940540473594272, 0.1502331706500569]","[-0.01645636114840688, 0.047910093103501715, 0.13626490452583734, 0.00021712181023308443, -0.05019561885453587, 0.15626331010234176, -0.05135181861887617, -0.047244178511491104, 0.16428260607740616, -0.013576655367270141, 0.06987148125468691, 0.1074742233007233, 0.0012498299142370724, -0.08295199250750414, 0.14059639913054797, -0.06072024923619161, -0.07940540473594272, 0.1502331706500569]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[0.11543175947846036, 0.1422464067432088, 0.01554408719406368]","[-0.04046265302683234, -0.0982827267191418, 0.05279199303214066]","[-0.04046265302683234, -0.0982827267191418, 0.05279199303214066]","[0.0, -7.37257477290143e-18, 0.0]","[-0.050090323121040045, 0.019538079816194025, 0.1935958121929299]","[-0.050090323121040045, 0.019538079816194025, 0.19359581219292987]","[[-0.09975356 -0.99499434  0.0059578   0.01329018]
 [ 0.03998933 -0.00999183 -0.99915015  0.19562958]
 [ 0.99420827 -0.09943054  0.04078588  0.04384692]
 [ 0.          0.          0.          1.        ]]",CubeM,top,[-0.01873323 -0.0449422  -0.10356478],"[-0.06140607177583596, 0.05077864414787115, 0.05443017520542947, 0.03831691444435664, 0.05092864510262408, 0.0733504156216797, 0.03831678831110075, 0.05092864510314064, 0.021078284184370338, -0.08947873059343503, 0.07303193401341158, 0.06044810818860369, 0.06653920644247865, 0.07318193626771294, 0.07862221484145068, 0.06653919859677822, 0.0731819362677451, 0.015807118247949045]","[0.012180685571039018, 0.0747173802122401, 0.1447144598220828, 0.021049620519805714, -0.026389174831796033, 0.14593039500526334, -0.030919752162751935, -0.021191603277589142, 0.1437984292607951, 0.021854006216303973, 0.10182879928241902, 0.12255827729859531, 0.024365507074852272, -0.055216724588097496, 0.12407917371854604, -0.0380857805356312, -0.04897097805168202, 0.12151720454493523]","[0.01218068557103902, 0.07471738021224009, 0.14471445982208278, 0.021049620519805703, -0.02638917483179603, 0.14593039500526328, -0.030919752162751935, -0.021191603277589136, 0.14379842926079509, 0.02185400621630397, 0.101828799282419, 0.12255827729859528, 0.024365507074852258, -0.05521672458809749, 0.12407917371854602, -0.0380857805356312, -0.04897097805168203, 0.1215172045449352]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[0.11480261303045937, 0.14848175398612576, 0.017142061002566177]","[-0.027761213954609853, -0.10254095188975931, 0.05275664018357495]","[-0.027761213954609853, -0.10254095188975931, 0.052756640183574954]","[-1.734723475976807e-18, -4.336808689942018e-19, 0.0]","[-0.04917968326188978, 0.017226626019550998, 0.19669168780959226]","[-0.049179683261889776, 0.017226626019550998, 0.19669168780959223]","[[-0.03991737 -0.99882243  0.02757467  0.00981951]
 [ 0.05996401 -0.02994152 -0.99775138  0.19971421]
 [ 0.99740209 -0.03817413  0.06108858  0.03769391]
 [ 0.          0.          0.          1.        ]]",CubeM,top,[-0.03491528 -0.06001127 -0.0452314 ],"[-0.05953451562732487, 0.05463588216672538, 0.05518094745575849, 0.04018847059286772, 0.05478588312147827, 0.07410118787200873, 0.04018834445961183, 0.054785883121994894, 0.021829056434699373, -0.08760717444492393, 0.0768891720322658, 0.06119888043893272, 0.06841076259098974, 0.07703917428656715, 0.07937298709177971, 0.0684107547452893, 0.07703917428659932, 0.016557890498278095]","[0.011510556813022346, 0.07294866922448254, 0.1439079422627959, 0.026409958894758046, -0.027383640866043085, 0.14766391721921354, -0.025726369004093183, -0.02538807180864203, 0.14447068337624738, 0.01996783898998445, 0.10009224366982264, 0.12129822433380393, 0.03187589911660483, -0.05644024286423403, 0.1265609321666437, -0.030776008943123614, -0.05404232344637387, 0.12272364679912375]","[0.011510556813022346, 0.07294866922448254, 0.14390794226279588, 0.026409958894758053, -0.027383640866043092, 0.14766391721921354, -0.025726369004093176, -0.025388071808642033, 0.14447068337624736, 0.01996783898998446, 0.10009224366982265, 0.12129822433380391, 0.031875899116604836, -0.05644024286423403, 0.1265609321666437, -0.03077600894312361, -0.05404232344637388, 0.12272364679912373]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[0.09433465111609257, 0.13640985425021016, 0.10738948205173005]","[0.03583143281845791, -0.07290851090825315, 0.052837553650512466]","[0.035831432818457916, -0.07290851090825315, 0.05283755365051246]","[0.0, 6.071532165918825e-18, -6.938893903907228e-18]","[-0.05857188678041109, 0.021426140207839423, 0.1985364295576938]","[-0.05857188678041109, 0.021426140207839423, 0.19853642955769382]","[[ 0.         -1.          0.          0.02142614]
 [-0.09187027 -0.         -0.99577098  0.1923158 ]
 [ 0.99577098  0.         -0.09187027  0.07656378]
 [ 0.          0.          0.          1.        ]]",CubeM,top,[-0.00922091  0.09257068 -0.00579274],"[-0.055475226881294, 0.04927078432218124, 0.054418043570675735, 0.0442477593388986, 0.049420785276934144, 0.07333828398692595, 0.04424763320564271, 0.049420785277450766, 0.0210661525496166, -0.08354788569889307, 0.07152407418772164, 0.06043597655384995, 0.07247005133702061, 0.07167407644202303, 0.07861008320669693, 0.07247004349132019, 0.0716740764420552, 0.015794986613195332]","[-0.008910498414818077, 0.07690136708913342, 0.14447461161393052, 0.009915947375671499, -0.02282161913105918, 0.14258703735237346, -0.04213512438820681, -0.02282149299780329, 0.14738929236756523, -0.004962431193723835, 0.1049740259067325, 0.12176256211487692, 0.013121036125500224, -0.0510439111291812, 0.11994353407223764, -0.04942841442754905, -0.05104390328348076, 0.1257143741811457]","[-0.008910498414818065, 0.07690136708913342, 0.14447461161393052, 0.009915947375671499, -0.02282161913105918, 0.1425870373523735, -0.04213512438820681, -0.02282149299780329, 0.14738929236756526, -0.004962431193723841, 0.1049740259067325, 0.12176256211487692, 0.013121036125500222, -0.05104391112918119, 0.11994353407223764, -0.04942841442754905, -0.05104390328348077, 0.1257143741811457]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[-0.09356560321940699, 0.11438348800227975, 0.04289567246101422]","[-0.0051250611216533334, 0.03075791281704989, 0.05261145401710842]","[-0.00512506112165334, 0.03075791281704989, 0.0526114540171084]","[3.469446951953614e-18, 5.204170427930421e-18, 0.0]","[-0.05497662561691418, -0.011298525300490034, 0.19198225684001738]","[-0.05497662561691418, -0.01129852530049004, 0.19198225684001738]","[[-0.20743918 -0.92512629  0.3179785  -0.0829031 ]
 [-0.09883836 -0.30356492 -0.94767047  0.17307228]
 [ 0.97324199 -0.22801246 -0.02846671  0.05639446]
 [ 0.          0.          0.          1.        ]]",CubeM,top,[-0.31593144  0.09985813 -0.21767699],"[-0.07250393341756235, 0.0352388577375153, 0.04548836045529371, 0.027219052802630234, 0.03538885869226841, 0.06440860087154394, 0.027218926669374373, 0.03538885869278492, 0.012136469434234569, -0.10057659223516147, 0.0574921476030557, 0.0515062934384679, 0.05544134480075223, 0.057642149857357376, 0.0696804000913149, 0.05544133695505183, 0.0576421498573894, 0.006865303497813273]","[0.0008517619362466422, 0.03470757625014553, 0.1342378358462922, -0.001435545634721256, -0.061908365991214936, 0.1652668530279199, -0.052308952560720566, -0.04998955223432132, 0.1667548286276611, 0.010332557476385852, 0.0525508493072772, 0.10405123744809935, -0.0043586971508256436, -0.09597490478996393, 0.1530020774569488, -0.06549298497700971, -0.08165227308537126, 0.15479021422209885]","[0.0008517619362466353, 0.03470757625014553, 0.1342378358462922, -0.001435545634721265, -0.061908365991214936, 0.1652668530279199, -0.05230895256072058, -0.04998955223432131, 0.1667548286276611, 0.01033255747638584, 0.0525508493072772, 0.10405123744809935, -0.00435869715082567, -0.09597490478996394, 0.15300207745694877, -0.06549298497700973, -0.08165227308537126, 0.15479021422209885]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[0.12392750899824992, 0.1512151754651089, 0.027314282479899983]","[-0.0028160852098129893, -0.10207351740976504, 0.05278032927892241]","[-0.002816085209812986, -0.10207351740976503, 0.05278032927892243]","[0.0, -2.168404344971009e-18, 0.0]","[-0.04814524822114489, 0.020367382056138104, 0.20084659796804505]","[-0.04814524822114489, 0.020367382056138104, 0.20084659796804508]","[[ 4.88237405e-02 -9.98799740e-01  3.91425321e-03  2.19074026e-02]
 [ 7.99146940e-02  4.65868121e-17 -9.96801706e-01  2.04051744e-01]
 [ 9.95605285e-01  4.89803942e-02  7.98187756e-02  3.09047317e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeM,top,[-0.00377445 -0.08341978  0.04972588],"[-0.054169233923567116, 0.059874249573258674, 0.055550605784121396, 0.04555375229662549, 0.060024250528011636, 0.07447084620037163, 0.04555362616336959, 0.06002425052852818, 0.02219871476306225, -0.0822418927411662, 0.08212753943879912, 0.061568538767295594, 0.0737760442947475, 0.08227754169310054, 0.07974264542014259, 0.07377603644904707, 0.0822775416931326, 0.016927548826640947]","[0.009301316208353111, 0.07719248939343268, 0.1453857930679866, 0.03301924404689849, -0.021484082499647283, 0.14713680330303272, -0.019023172442506404, -0.024044266120586476, 0.14296450528088128, 0.015700554732907678, 0.10552621445634316, 0.12357413630642174, 0.04142415802709669, -0.0494142856108188, 0.12548594245471453, -0.0211148845189953, -0.05249098596658943, 0.12047211832637698]","[0.00930131620835312, 0.07719248939343268, 0.1453857930679866, 0.03301924404689849, -0.021484082499647294, 0.14713680330303275, -0.019023172442506397, -0.024044266120586476, 0.14296450528088128, 0.015700554732907684, 0.10552621445634316, 0.12357413630642175, 0.0414241580270967, -0.049414285610818814, 0.12548594245471456, -0.021114884518995285, -0.05249098596658944, 0.120472118326377]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
"[0.10581939613496011, 0.1462367752143103, 0.08633332583442774]","[0.035404306396132186, -0.08679194818028352, 0.05278495239184578]","[0.035404306396132165, -0.08679194818028352, 0.052784952391845774]","[0.0, 8.673617379884035e-19, 0.0]","[-0.05170320764024466, 0.02073283618879231, 0.19730859723194782]","[-0.05170320764024466, 0.02073283618879231, 0.19730859723194785]","[[-1.99946671e-02 -9.99800007e-01 -3.99946670e-04  1.97738143e-02]
 [ 1.99986667e-02  1.21231591e-15 -9.99800007e-01  1.98303132e-01]
 [ 9.99600053e-01 -1.99986667e-02  1.99946671e-02  4.81520385e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CubeM,top,[-0.00216739 -0.02207192 -0.02118768],"[-0.05712872551474259, 0.05362946850020486, 0.0551761438500968, 0.04259426070545, 0.05377946945495769, 0.07409638426634703, 0.0425941345721941, 0.053779469455474335, 0.02182425282903767, -0.08520138433234163, 0.07588275836574535, 0.061194076833271036, 0.07081655270357205, 0.07603276062004655, 0.07936818348611802, 0.07081654485787162, 0.07603276062007877, 0.0165530868926164]","[0.0056656564084917645, 0.07674668702900363, 0.14481593133919668, 0.02258740164567475, -0.0233347348405983, 0.14500438041587066, -0.029663821204755216, -0.022289235798603365, 0.14395921659945363, 0.012687522133745252, 0.10469338086607441, 0.12269864611626294, 0.02773783324663291, -0.051656811523937175, 0.12284966021935301, -0.03505214050131831, -0.050400585499722865, 0.1215936932776371]","[0.005665656408491761, 0.07674668702900363, 0.14481593133919674, 0.022587401645674746, -0.023334734840598302, 0.1450043804158707, -0.02966382120475522, -0.022289235798603365, 0.14395921659945365, 0.012687522133745254, 0.10469338086607442, 0.12269864611626295, 0.027737833246632912, -0.05165681152393717, 0.12284966021935304, -0.0350521405013183, -0.050400585499722865, 0.12159369327763711]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/top/CubeM.txt,0
