0.071966,-0.049022,0.055
0.040779,-0.055383,0.055
0.042063,-0.034261,0.055
0.038631,-0.054955,0.055
0.03811,-0.041593,0.055
0.021758,-0.056961,0.055
0.030746,-0.046284,0.055
0.080955,-0.050878,0.055
0.06773,-0.042187,0.055
0.054303,-0.053922,0.055
0.067338,-0.046911,0.055
0.072056,-0.042106,0.055
0.057937,-0.061706,0.055
0.024277,-0.033524,0.055
0.034434,-0.040734,0.055
0.03228,-0.049673,0.055
0.043891,-0.043962,0.055
0.032904,-0.061628,0.055
0.027583,-0.051512,0.055
0.043956,-0.03948,0.055
0.052644,-0.046552,0.055
0.067129,-0.044004,0.055
0.051142,-0.040251,0.055
0.05852,-0.042986,0.055
0.080381,-0.062137,0.055
0.061107,-0.04974,0.055
0.060278,-0.039893,0.055
0.078755,-0.052289,0.055
0.035527,-0.038533,0.055
0.057673,-0.046865,0.055
0.045778,-0.034482,0.055
0.029404,-0.029103,0.055
0.045236,-0.033281,0.055
0.051481,-0.053398,0.055
0.043987,-0.063434,0.055
0.06279,-0.045574,0.055
0.058709,-0.04749,0.055
0.054054,-0.049565,0.055
0.081112,-0.062276,0.055
0.087475,-0.046776,0.055
0.044757,-0.054188,0.055
0.079963,-0.060927,0.055
0.091997,-0.055166,0.055
0.025104,-0.049004,0.055
0.081932,-0.055003,0.055
0.024911,-0.053397,0.055
0.053552,-0.03952,0.055
0.090003,-0.05802,0.055
0.041278,-0.033456,0.055
0.049713,-0.050491,0.055
0.065845,-0.057126,0.055
0.029074,-0.027747,0.055
0.02378,-0.053409,0.055
0.031669,-0.05103,0.055
0.072894,-0.042698,0.055
0.02243,-0.060582,0.055
0.084404,-0.054985,0.055
0.025124,-0.057337,0.055
0.051801,-0.063222,0.055
0.079187,-0.061588,0.055
0.078384,-0.047489,0.055
0.065787,-0.043518,0.055
0.056203,-0.057861,0.055
0.062916,-0.048929,0.055
0.091183,-0.042201,0.055
0.083925,-0.049598,0.055
0.031469,-0.026289,0.055
0.043986,-0.042756,0.055
0.05673,-0.036595,0.055
0.079993,-0.042957,0.055
0.073323,-0.062168,0.055
0.022711,-0.048592,0.055
0.081144,-0.048028,0.055
0.03179,-0.059831,0.055
0.041692,-0.045727,0.055
0.080874,-0.054119,0.055
0.070684,-0.060846,0.055
0.089307,-0.045887,0.055
0.045279,-0.033277,0.055
0.079714,-0.045339,0.055
0.02408,-0.05026,0.055
0.052453,-0.042194,0.055
0.090937,-0.048875,0.055
0.028965,-0.040128,0.055
0.090825,-0.060308,0.055
0.032589,-0.060792,0.055
0.050808,-0.039439,0.055
0.062379,-0.053616,0.055
0.054182,-0.042228,0.055
0.092665,-0.063097,0.055
0.039602,-0.059637,0.055
0.025162,-0.020647,0.055
0.033353,-0.032498,0.055
0.087749,-0.042864,0.055
0.036759,-0.042238,0.055
0.035607,-0.030743,0.055
0.024831,-0.022764,0.055
0.02804,-0.045794,0.055
0.026824,-0.022622,0.055
0.080954,-0.058446,0.055
0.033457,-0.061976,0.055
0.028336,-0.021693,0.055
0.038186,-0.045503,0.055
0.023427,-0.052875,0.055
0.03171,-0.047158,0.055
0.065202,-0.055925,0.055
0.029642,-0.06101,0.055
0.073834,-0.056264,0.055
0.026309,-0.047479,0.055
0.059977,-0.054243,0.055
0.093164,-0.054002,0.055
0.030246,-0.049902,0.055
0.054096,-0.040611,0.055
0.053407,-0.048577,0.055
0.047162,-0.036686,0.055
0.070748,-0.060031,0.055
0.074254,-0.057477,0.055
0.083886,-0.05534,0.055
0.043832,-0.052764,0.055
0.08767,-0.062361,0.055
0.057771,-0.038713,0.055
0.052162,-0.044076,0.055
0.056715,-0.052993,0.055
0.031313,-0.054828,0.055
0.02553,-0.028088,0.055
0.028254,-0.056933,0.055
0.045727,-0.037371,0.055
0.022216,-0.058773,0.055
0.034046,-0.039018,0.055
0.045795,-0.056552,0.055
0.070177,-0.058254,0.055
0.045923,-0.038838,0.055
0.047071,-0.056385,0.055
0.077818,-0.046059,0.055
0.065992,-0.046468,0.055
0.052975,-0.059042,0.055
0.037189,-0.042625,0.055
0.072593,-0.061546,0.055
0.091133,-0.05014,0.055
0.072682,-0.050625,0.055
0.047227,-0.05837,0.055
0.090235,-0.053522,0.055
0.035998,-0.035348,0.055
0.051784,-0.034289,0.055
0.044919,-0.048704,0.055
0.088189,-0.054686,0.055
0.030458,-0.06206,0.055
0.023298,-0.03624,0.055
0.091476,-0.046879,0.055
0.02319,-0.050749,0.055
0.080091,-0.057131,0.055
0.071668,-0.057863,0.055
0.055298,-0.060322,0.055
0.031708,-0.028496,0.055
0.052131,-0.044662,0.055
0.034079,-0.026905,0.055
0.034302,-0.055932,0.055
0.08722,-0.047609,0.055
0.04727,-0.037133,0.055
0.084393,-0.055549,0.055
0.027424,-0.049176,0.055
0.073054,-0.050463,0.055
0.024576,-0.045313,0.055
0.088298,-0.061001,0.055
0.054418,-0.040354,0.055
0.06376,-0.04629,0.055
0.021428,-0.062043,0.055
0.052248,-0.051958,0.055
0.026796,-0.024067,0.055
0.037667,-0.036771,0.055
0.049518,-0.053427,0.055
0.025009,-0.055907,0.055
0.035758,-0.044613,0.055
0.032206,-0.048558,0.055
0.021247,-0.061909,0.055
0.060754,-0.062341,0.055
0.046675,-0.050395,0.055
0.053637,-0.057856,0.055
0.052337,-0.063026,0.055
0.067869,-0.059581,0.055
0.025722,-0.019191,0.055
0.039243,-0.05729,0.055
0.088403,-0.05028,0.055
